Service_Provider_Type,Company_Name,Country,Full_Name,ID,Original_Category,Search_Friendly_Type
Promoters Marketers,Gamma Capital Markets Limited (MT ),MT,Gamma Capital Markets Limited (MT ),91835,Promid,Promoters_Marketers
Promoters Marketers,GAP Vermögensverwaltung GmbH (DE ),DE,GAP Vermögensverwaltung GmbH (DE ),73834,Promid,Promoters_Marketers
Promoters Marketers,Garbe Logistic AG (DE ),DE,Garbe Logistic AG (DE ),11961,Promid,Promoters_Marketers
Promoters Marketers,Garraway Capital Management LLP (GB ),GB,Garraway Capital Management LLP (GB ),100352,Promid,Promoters_Marketers
Promoters Marketers,Gaspal Gestion (FR ),FR,Gaspal Gestion (FR ),72489,Promid,Promoters_Marketers
Promoters Marketers,Gavekal Capital Limited (HK ),HK,Gavekal Capital Limited (HK ),73380,Promid,Promoters_Marketers
Promoters Marketers,Gay Lussac Gestion (FR ),FR,Gay Lussac Gestion (FR ),102997,Promid,Promoters_Marketers
Promoters Marketers,Gehlen Bräutigam Capital GmbH (DE ),DE,Gehlen Bräutigam Capital GmbH (DE ),113986,Promid,Promoters_Marketers
Promoters Marketers,Gems Management Limited (BS ),BS,Gems Management Limited (BS ),5391,Promid,Promoters_Marketers
Promoters Marketers,Gemway Assets (FR ),FR,Gemway Assets (FR ),71736,Promid,Promoters_Marketers
Promoters Marketers,Gen II Management Company Lux (LU ),LU,Gen II Management Company Lux (LU ),69360,Promid,Promoters_Marketers
Promoters Marketers,Gencat Services Ltd (CY ),CY,Gencat Services Ltd (CY ),18980,Promid,Promoters_Marketers
Promoters Marketers,General Insurance Asset Management (IT ),IT,General Insurance Asset Management (IT ),12586,Promid,Promoters_Marketers
Promoters Marketers,General Partner Services S.à r.l. (LU ),LU,General Partner Services S.à r.l. (LU ),78409,Promid,Promoters_Marketers
Promoters Marketers,Generali (IT ),IT,Generali (IT ),2739,Promid,Promoters_Marketers
Promoters Marketers,Generali Investments Deutschland (DE ),DE,Generali Investments Deutschland (DE ),5641,Promid,Promoters_Marketers
Promoters Marketers,Generali Investments Luxembourg S.A. (LU ),LU,Generali Investments Luxembourg S.A. (LU ),72268,Promid,Promoters_Marketers
Promoters Marketers,Generali investments Opera (FR ),FR,Generali investments Opera (FR ),89807,Promid,Promoters_Marketers
Promoters Marketers,Generali Investments Partners S.p.A. (IT ),IT,Generali Investments Partners S.p.A. (IT ),91560,Promid,Promoters_Marketers
Promoters Marketers,Genesis (GB ),GB,Genesis (GB ),2333,Promid,Promoters_Marketers
Promoters Marketers,Genesta Property Nordic AB (SE ),SE,Genesta Property Nordic AB (SE ),83661,Promid,Promoters_Marketers
Promoters Marketers,Geneve Invest (Europe) S.A. (LU ),LU,Geneve Invest (Europe) S.A. (LU ),67727,Promid,Promoters_Marketers
Promoters Marketers,Gérifonds (Luxembourg) S.A. (LU ),LU,Gérifonds (Luxembourg) S.A. (LU ),4222,Promid,Promoters_Marketers
Promoters Marketers,"Gesprofit S.A., S.G.I.I.C. (ES )",ES,"Gesprofit S.A., S.G.I.I.C. (ES )",1863,Promid,Promoters_Marketers
Promoters Marketers,Gestion 21 (FR ),FR,Gestion 21 (FR ),72491,Promid,Promoters_Marketers
Promoters Marketers,Gestion Financière Privée (GEFIP) (FR ),FR,Gestion Financière Privée (GEFIP) (FR ),1864,Promid,Promoters_Marketers
Promoters Marketers,GESTYS (FR ),FR,GESTYS (FR ),101535,Promid,Promoters_Marketers
Promoters Marketers,GF International Investment Mgt Ld (HK ),HK,GF International Investment Mgt Ld (HK ),83255,Promid,Promoters_Marketers
Promoters Marketers,GFA Vermögensverwaltung GmbH (DE ),DE,GFA Vermögensverwaltung GmbH (DE ),10784,Promid,Promoters_Marketers
Promoters Marketers,GFG Groupe Fin de Gest (Monaco) SAM (MC ),MC,GFG Groupe Fin de Gest (Monaco) SAM (MC ),21812,Promid,Promoters_Marketers
Promoters Marketers,Gies und Heimburger GmbH (DE ),DE,Gies und Heimburger GmbH (DE ),68837,Promid,Promoters_Marketers
Promoters Marketers,GII Capital Advisors Limited (GB ),GB,GII Capital Advisors Limited (GB ),87494,Promid,Promoters_Marketers
Promoters Marketers,Ginjer AM (FR ),FR,Ginjer AM (FR ),87437,Promid,Promoters_Marketers
Promoters Marketers,GLG Partners LP (GB ),GB,GLG Partners LP (GB ),2772,Promid,Promoters_Marketers
Promoters Marketers,GLL Real Estate Partners (IT ),IT,GLL Real Estate Partners (IT ),4824,Promid,Promoters_Marketers
Promoters Marketers,Global Asset Advisors & Management (LU ),LU,Global Asset Advisors & Management (LU ),70048,Promid,Promoters_Marketers
Promoters Marketers,Global Capital Management NV (BE ),BE,Global Capital Management NV (BE ),12974,Promid,Promoters_Marketers
Promoters Marketers,Global Funds Management S.A. (LU ),LU,Global Funds Management S.A. (LU ),4315,Promid,Promoters_Marketers
Promoters Marketers,Global Wealth Management S.A. (CH ),CH,Global Wealth Management S.A. (CH ),5046,Promid,Promoters_Marketers
Promoters Marketers,Global X Management Company (Europe) (IE ),IE,Global X Management Company (Europe) (IE ),114066,Promid,Promoters_Marketers
Promoters Marketers,GlobalReach (IE ),IE,GlobalReach (IE ),83388,Promid,Promoters_Marketers
Promoters Marketers,GLS Gemeinschaftsbank eG (DE ),DE,GLS Gemeinschaftsbank eG (DE ),3085,Promid,Promoters_Marketers
Promoters Marketers,GM&TF (GP) S.à r.l. (LU ),LU,GM&TF (GP) S.à r.l. (LU ),91611,Promid,Promoters_Marketers
Promoters Marketers,GMO Investment Management Co  Ld (IE ),IE,GMO Investment Management Co (IE) Ld (IE ),103231,Promid,Promoters_Marketers
Promoters Marketers,"GNB-GESTAO DE PATRIMONIOS, E de I (PT )",PT,"GNB-GESTAO DE PATRIMONIOS, E de I (PT )",16898,Promid,Promoters_Marketers
Promoters Marketers,GNT Investments SICAV-FIS (LU ),LU,GNT Investments SICAV-FIS (LU ),80116,Promid,Promoters_Marketers
Promoters Marketers,Gold Bullion Securities Limited (JE ),JE,Gold Bullion Securities Limited (JE ),87963,Promid,Promoters_Marketers
Promoters Marketers,Golding Capital Partners Lux SA (LU ),LU,Golding Capital Partners Lux SA (LU ),12166,Promid,Promoters_Marketers
Promoters Marketers,Goldman Sachs & Co. LLC (US ),US,Goldman Sachs & Co. LLC (US ),9862,Promid,Promoters_Marketers
Promoters Marketers,Goldman Sachs Asset Management (NL ),NL,Goldman Sachs Asset Management (NL ),112364,Promid,Promoters_Marketers
Promoters Marketers,Goldman Sachs International (GB ),GB,Goldman Sachs International (GB ),30539,Promid,Promoters_Marketers
Promoters Marketers,Goldman Sachs International Limited (GB ),GB,Goldman Sachs International Limited (GB ),1867,Promid,Promoters_Marketers
Promoters Marketers,Goodbody Stockbrokers (IE ),IE,Goodbody Stockbrokers (IE ),92015,Promid,Promoters_Marketers
Promoters Marketers,Goodhart Partners LLP (GB ),GB,Goodhart Partners LLP (GB ),17073,Promid,Promoters_Marketers
Promoters Marketers,Goodman Real Estate Invest Managemen (GB ),GB,Goodman Real Estate Invest Managemen (GB ),13459,Promid,Promoters_Marketers
Promoters Marketers,Goodyields Capital Partners GbR (DE ),DE,Goodyields Capital Partners GbR (DE ),83684,Promid,Promoters_Marketers
Promoters Marketers,Gothaer Asset Management AG (DE ),DE,Gothaer Asset Management AG (DE ),59100,Promid,Promoters_Marketers
Promoters Marketers,GPF Partners II S.à r.l. (LU ),LU,GPF Partners II S.à r.l. (LU ),90727,Promid,Promoters_Marketers
Promoters Marketers,GQG Partners LLC (US ),US,GQG Partners LLC (US ),96158,Promid,Promoters_Marketers
Promoters Marketers,Grameen Crédit Agricole Microfin. F (LU ),LU,Grameen Crédit Agricole Microfin. F (LU ),83813,Promid,Promoters_Marketers
Promoters Marketers,Graubündner Kantonalbank (CH ),CH,Graubündner Kantonalbank (CH ),81286,Promid,Promoters_Marketers
Promoters Marketers,green benefit AG (DE ),DE,green benefit AG (DE ),73299,Promid,Promoters_Marketers
Promoters Marketers,Green Return S.à r.l. (LU ),LU,Green Return S.à r.l. (LU ),83391,Promid,Promoters_Marketers
Promoters Marketers,Green Tree Investments Ltd (VG ),VG,Green Tree Investments Ltd (VG ),17532,Promid,Promoters_Marketers
Promoters Marketers,Greenoak Partners LLC (US ),US,Greenoak Partners LLC (US ),87231,Promid,Promoters_Marketers
Promoters Marketers,Greenside Asset Management SGIIC (ES ),ES,Greenside Asset Management SGIIC (ES ),106391,Promid,Promoters_Marketers
Promoters Marketers,GREIFF Capital Management AG (DE ),DE,GREIFF Capital Management AG (DE ),20562,Promid,Promoters_Marketers
Promoters Marketers,GRESHAM S.A. (FR ),FR,GRESHAM S.A. (FR ),84422,Promid,Promoters_Marketers
Promoters Marketers,Grohmann & Weinrauter VermögensMgt (DE ),DE,Grohmann & Weinrauter VermögensMgt (DE ),10184,Promid,Promoters_Marketers
Promoters Marketers,"Grossbötzl, Schmitz & Partner Vermög (DE )",DE,"Grossbötzl, Schmitz & Partner Vermög (DE )",18174,Promid,Promoters_Marketers
Promoters Marketers,Groupama Asset Management (FR ),FR,Groupama Asset Management (FR ),20155,Promid,Promoters_Marketers
Promoters Marketers,Groupe La Française (FR ),FR,Groupe La Française (FR ),82994,Promid,Promoters_Marketers
Promoters Marketers,Groupe UFG (FR ),FR,Groupe UFG (FR ),16326,Promid,Promoters_Marketers
Promoters Marketers,Grüner Fisher Investments GmbH (DE ),DE,Grüner Fisher Investments GmbH (DE ),71071,Promid,Promoters_Marketers
Promoters Marketers,Grünes Vermögensmanagement Geld GmbH (DE ),DE,Grünes Vermögensmanagement Geld GmbH (DE ),102778,Promid,Promoters_Marketers
Promoters Marketers,Grupo Generali (ES ),ES,Grupo Generali (ES ),10884,Promid,Promoters_Marketers
Promoters Marketers,GS Asset Mgt Intl Holdings B.V. (NL ),NL,GS Asset Mgt Intl Holdings B.V. (NL ),112365,Promid,Promoters_Marketers
Promoters Marketers,GS&P Kapitalanlagegesellschaft S.A. (LU ),LU,GS&P Kapitalanlagegesellschaft S.A. (LU ),4302,Promid,Promoters_Marketers
Promoters Marketers,GSLP International S.à.r.l. (LU ),LU,GSLP International S.à.r.l. (LU ),3270,Promid,Promoters_Marketers
Promoters Marketers,GT Finance (FR ),FR,GT Finance (FR ),3800,Promid,Promoters_Marketers
Promoters Marketers,Guardcap Asset Management Limited (GB ),GB,Guardcap Asset Management Limited (GB ),92165,Promid,Promoters_Marketers
Promoters Marketers,Guardian Managers Limited (VG ),VG,Guardian Managers Limited (VG ),17372,Promid,Promoters_Marketers
Promoters Marketers,Gudme Raaschou Bank A/S (DK ),DK,Gudme Raaschou Bank A/S (DK ),15981,Promid,Promoters_Marketers
Promoters Marketers,Guinness Asset Management Ltd (GB ),GB,Guinness Asset Management Ltd (GB ),67942,Promid,Promoters_Marketers
Promoters Marketers,Guliver Anlageberatung GmbH (DE ),DE,Guliver Anlageberatung GmbH (DE ),4764,Promid,Promoters_Marketers
Promoters Marketers,Gutenberg Finance SAS (FR ),FR,Gutenberg Finance SAS (FR ),83122,Promid,Promoters_Marketers
Promoters Marketers,Gutmann Kapitalanlageakt. (AT ),AT,Gutmann Kapitalanlageakt. (AT ),72019,Promid,Promoters_Marketers
Promoters Marketers,GVO Investment Management Limited (GB ),GB,GVO Investment Management Limited (GB ),83615,Promid,Promoters_Marketers
Promoters Marketers,Gyra S.A. (CH ),CH,Gyra S.A. (CH ),101276,Promid,Promoters_Marketers
Promoters Marketers,H2O Asset Management LLP (GB ),GB,H2O Asset Management LLP (GB ),22544,Promid,Promoters_Marketers
Promoters Marketers,HAAS Gestion (FR ),FR,HAAS Gestion (FR ),80548,Promid,Promoters_Marketers
Promoters Marketers,Haberger AG (DE ),DE,Haberger AG (DE ),102870,Promid,Promoters_Marketers
Promoters Marketers,Habona Invest GmbH (DE ),DE,Habona Invest GmbH (DE ),113988,Promid,Promoters_Marketers
Promoters Marketers,HAC VermögensManagement AG (DE ),DE,HAC VermögensManagement AG (DE ),12233,Promid,Promoters_Marketers
Promoters Marketers,Hager Investment SA (LU ),LU,Hager Investment SA (LU ),112138,Promid,Promoters_Marketers
Promoters Marketers,HAHN Fonds Management GmbH (DE ),DE,HAHN Fonds Management GmbH (DE ),14690,Promid,Promoters_Marketers
Promoters Marketers,Hambro Perks (GB ),GB,Hambro Perks (GB ),114108,Promid,Promoters_Marketers
Promoters Marketers,Hamburg Commercial Bank AG Lux Br (LU ),LU,Hamburg Commercial Bank AG Lux Br (LU ),9910,Promid,Promoters_Marketers
Promoters Marketers,Hamburger P. von 1905 VVaG (DE ),DE,Hamburger P. von 1905 VVaG (DE ),71340,Promid,Promoters_Marketers
Promoters Marketers,"Hamilton Lane Advisors, L.L.C. (US )",US,"Hamilton Lane Advisors, L.L.C. (US )",21128,Promid,Promoters_Marketers
Promoters Marketers,Handelsbanken Fonder AB (SE ),SE,Handelsbanken Fonder AB (SE ),2281,Promid,Promoters_Marketers
Promoters Marketers,HANetf Management Limited (IE ),IE,HANetf Management Limited (IE ),100541,Promid,Promoters_Marketers
Promoters Marketers,Hannover Rückversicherung AG (DE ),DE,Hannover Rückversicherung AG (DE ),43137,Promid,Promoters_Marketers
Promoters Marketers,HANSAINVEST Hanseatische Ivt GmbH (DE ),DE,HANSAINVEST Hanseatische Ivt GmbH (DE ),6023,Promid,Promoters_Marketers
Promoters Marketers,HansaInvest Lux S.A. (LU ),LU,HansaInvest Lux S.A. (LU ),4416,Promid,Promoters_Marketers
Promoters Marketers,Harbourvest Partners (Ireland) Ltd (IE ),IE,Harbourvest Partners (Ireland) Ltd (IE ),113818,Promid,Promoters_Marketers
Promoters Marketers,Harding Loevner LP (US ),US,Harding Loevner LP (US ),84282,Promid,Promoters_Marketers
Promoters Marketers,Harrington Cooper AM LTD (IE ),IE,Harrington Cooper AM LTD (IE ),100498,Promid,Promoters_Marketers
Promoters Marketers,Harvest Global Investments (UK) Ld (GB ),GB,Harvest Global Investments (UK) Ld (GB ),84536,Promid,Promoters_Marketers
Promoters Marketers,Hauck & Aufhäuser AS S.A. (LU ),LU,Hauck & Aufhäuser AS S.A. (LU ),17414,Promid,Promoters_Marketers
Promoters Marketers,Hauck & Aufhäuser Bankiers KGaA (DE ),DE,Hauck & Aufhäuser Bankiers KGaA (DE ),2262,Promid,Promoters_Marketers
Promoters Marketers,Hauck & Aufhäuser Fund Platforms SA (LU ),LU,Hauck & Aufhäuser Fund Platforms SA (LU ),20136,Promid,Promoters_Marketers
Promoters Marketers,Hauck & Aufhäuser Fund Services S.A. (LU ),LU,Hauck & Aufhäuser Fund Services S.A. (LU ),2709,Promid,Promoters_Marketers
Promoters Marketers,Hauck & Aufhäuser Innovative Capital (DE ),DE,Hauck & Aufhäuser Innovative Capital (DE ),115630,Promid,Promoters_Marketers
Promoters Marketers,Hauck Aufhäuser Lampe Privatbank AG (DE ),DE,Hauck Aufhäuser Lampe Privatbank AG (DE ),3100,Promid,Promoters_Marketers
Promoters Marketers,Hawksmoor Investment Management Ltd (GB ),GB,Hawksmoor Investment Management Ltd (GB ),87766,Promid,Promoters_Marketers
Promoters Marketers,Hayfin Capital Holdings Limited (KY ),KY,Hayfin Capital Holdings Limited (KY ),87420,Promid,Promoters_Marketers
Promoters Marketers,Hayfin Umbrella Fund GP S.à r.l. (LU ),LU,Hayfin Umbrella Fund GP S.à r.l. (LU ),87419,Promid,Promoters_Marketers
Promoters Marketers,HBM Partners AG (CH ),CH,HBM Partners AG (CH ),87020,Promid,Promoters_Marketers
Promoters Marketers,HCOB Securities S.A. (LU ),LU,HCOB Securities S.A. (LU ),2842,Promid,Promoters_Marketers
Promoters Marketers,HealthInvest Partners AB (SE ),SE,HealthInvest Partners AB (SE ),92026,Promid,Promoters_Marketers
Promoters Marketers,Hedge Invest SGR. (IT ),IT,Hedge Invest SGR. (IT ),18440,Promid,Promoters_Marketers
Promoters Marketers,Heemann Vermogensverwaltung GmbH (DE ),DE,Heemann Vermogensverwaltung GmbH (DE ),14937,Promid,Promoters_Marketers
Promoters Marketers,Heidelberger Vermögensmanagement (DE ),DE,Heidelberger Vermögensmanagement (DE ),100467,Promid,Promoters_Marketers
Promoters Marketers,Heitman International (US ),US,Heitman International (US ),2345,Promid,Promoters_Marketers
Promoters Marketers,Heitman Intl Real Estate Sec GmbH (DE ),DE,Heitman Intl Real Estate Sec GmbH (DE ),70368,Promid,Promoters_Marketers
Promoters Marketers,Helium Fund Limited (KY ),KY,Helium Fund Limited (KY ),69744,Promid,Promoters_Marketers
Promoters Marketers,HELLERICH GmbH (DE ),DE,HELLERICH GmbH (DE ),14727,Promid,Promoters_Marketers
Promoters Marketers,Helvetia Schweizerische Verisch AG (CH ),CH,Helvetia Schweizerische Verisch AG (CH ),22872,Promid,Promoters_Marketers
Promoters Marketers,Henderson Global Investors Limited (GB ),GB,Henderson Global Investors Limited (GB ),1870,Promid,Promoters_Marketers
Promoters Marketers,Henderson Investment Funds Limited (GB ),GB,Henderson Investment Funds Limited (GB ),22806,Promid,Promoters_Marketers
Promoters Marketers,Hendrickx Foundation (FI ),FI,Hendrickx Foundation (FI ),71133,Promid,Promoters_Marketers
Promoters Marketers,Heptagon Capital Limited (MT ),MT,Heptagon Capital Limited (MT ),73282,Promid,Promoters_Marketers
Promoters Marketers,Hermes Investment Management Ld (GB ),GB,Hermes Investment Management Ld (GB ),70309,Promid,Promoters_Marketers
Promoters Marketers,Heroics Capital Partners (LU ),LU,Heroics Capital Partners (LU ),113709,Promid,Promoters_Marketers
Promoters Marketers,Herr Dirk von Velsen (DE ),DE,Herr Dirk von Velsen (DE ),71934,Promid,Promoters_Marketers
Promoters Marketers,HighBreed Capital Ltd (GB ),GB,HighBreed Capital Ltd (GB ),71525,Promid,Promoters_Marketers
Promoters Marketers,Highbridge Capital Management LLC (US ),US,Highbridge Capital Management LLC (US ),10390,Promid,Promoters_Marketers
Promoters Marketers,HI-Management Sarl (LU ),LU,HI-Management Sarl (LU ),82183,Promid,Promoters_Marketers
Promoters Marketers,Hinder Asset Management AG (CH ),CH,Hinder Asset Management AG (CH ),70490,Promid,Promoters_Marketers
Promoters Marketers,Hines (GB ),GB,Hines (GB ),4711,Promid,Promoters_Marketers
Promoters Marketers,Hines International Real Estate Hol. (US ),US,Hines International Real Estate Hol. (US ),19870,Promid,Promoters_Marketers
Promoters Marketers,Hines KQ Associates LLC (US ),US,Hines KQ Associates LLC (US ),83666,Promid,Promoters_Marketers
Promoters Marketers,HINKEL & Cie. Vermögensverwaltung AG (DE ),DE,HINKEL & Cie. Vermögensverwaltung AG (DE ),83696,Promid,Promoters_Marketers
Promoters Marketers,HMG Finance (FR ),FR,HMG Finance (FR ),72475,Promid,Promoters_Marketers
Promoters Marketers,Hoerner Bank AG (DE ),DE,Hoerner Bank AG (DE ),14190,Promid,Promoters_Marketers
Promoters Marketers,Hogenmüller-Minet-Schenk GbR (DE ),DE,Hogenmüller-Minet-Schenk GbR (DE ),20108,Promid,Promoters_Marketers
Promoters Marketers,Holborn Assets LTD (GB ),GB,Holborn Assets LTD (GB ),100497,Promid,Promoters_Marketers
Promoters Marketers,Horizon Capital AG (CH ),CH,Horizon Capital AG (CH ),113729,Promid,Promoters_Marketers
Promoters Marketers,Horos Asset Management SGIIC (ES ),ES,Horos Asset Management SGIIC (ES ),91668,Promid,Promoters_Marketers
Promoters Marketers,Horseman Capital Management Limited (GB ),GB,Horseman Capital Management Limited (GB ),80321,Promid,Promoters_Marketers
Promoters Marketers,"Hotchkis & Wiley Capital Mgt, LLC (US )",US,"Hotchkis & Wiley Capital Mgt, LLC (US )",21929,Promid,Promoters_Marketers
Promoters Marketers,"HPS Investment Partners, LLC (US )",US,"HPS Investment Partners, LLC (US )",80794,Promid,Promoters_Marketers
Promoters Marketers,"HPS Mezzanine Management III, LLC. (US )",US,"HPS Mezzanine Management III, LLC. (US )",80797,Promid,Promoters_Marketers
Promoters Marketers,HQ Capital Private Equity LLC (US ),US,HQ Capital Private Equity LLC (US ),82034,Promid,Promoters_Marketers
Promoters Marketers,HSBC Global Asset Management (Deutsc (DE ),DE,HSBC Global Asset Management (Deutsc (DE ),6392,Promid,Promoters_Marketers
Promoters Marketers,HSBC Global Asset Management (France (FR ),FR,HSBC Global Asset Management (France (FR ),11674,Promid,Promoters_Marketers
Promoters Marketers,HSBC Global Asset Management (UK) (GB ),GB,HSBC Global Asset Management (UK) (GB ),16618,Promid,Promoters_Marketers
Promoters Marketers,HSBC Group (GB ),GB,HSBC Group (GB ),2299,Promid,Promoters_Marketers
Promoters Marketers,HSBC Institutional Trust Services (HK ),HK,HSBC Institutional Trust Services (HK ),5086,Promid,Promoters_Marketers
Promoters Marketers,HSBC Investment Funds (Hong Kong) Ld (HK ),HK,HSBC Investment Funds (Hong Kong) Ld (HK ),18879,Promid,Promoters_Marketers
Promoters Marketers,HSBC Investment Funds (Lux.) S.A. (LU ),LU,HSBC Investment Funds (Lux.) S.A. (LU ),4111,Promid,Promoters_Marketers
Promoters Marketers,HSBC Management (Guernsey) Limited (GG ),GG,HSBC Management (Guernsey) Limited (GG ),22859,Promid,Promoters_Marketers
Promoters Marketers,HSBC Private Bank (Suisse) S.A. (CH ),CH,HSBC Private Bank (Suisse) S.A. (CH ),3082,Promid,Promoters_Marketers
Promoters Marketers,HSBC Trinkaus & Burkhardt AG (DE ),DE,HSBC Trinkaus & Burkhardt AG (DE ),2537,Promid,Promoters_Marketers
Promoters Marketers,HSBC Trinkaus Investment Managers SA (LU ),LU,HSBC Trinkaus Investment Managers SA (LU ),1524,Promid,Promoters_Marketers
Promoters Marketers,Hugau Gestion (FR ),FR,Hugau Gestion (FR ),72496,Promid,Promoters_Marketers
Promoters Marketers,HUK-Coburg (DE ),DE,HUK-Coburg (DE ),11089,Promid,Promoters_Marketers
Promoters Marketers,HV Holtzbrinck Ventures Holding GmbH (DE ),DE,HV Holtzbrinck Ventures Holding GmbH (DE ),83692,Promid,Promoters_Marketers
Promoters Marketers,HWB Capital Management S.A. (LU ),LU,HWB Capital Management S.A. (LU ),4316,Promid,Promoters_Marketers
Promoters Marketers,"HWE Management GP, LLC (US )",US,"HWE Management GP, LLC (US )",83663,Promid,Promoters_Marketers
Promoters Marketers,Hypo Capital Management AG (AT ),AT,Hypo Capital Management AG (AT ),4972,Promid,Promoters_Marketers
Promoters Marketers,Hypo Tirol Bank AG (AT ),AT,Hypo Tirol Bank AG (AT ),44569,Promid,Promoters_Marketers
Promoters Marketers,IAD Investments Management S.à r.l. (LU ),LU,IAD Investments Management S.à r.l. (LU ),87122,Promid,Promoters_Marketers
Promoters Marketers,"IBERCAJA GESTION, S.G.I.I.C., S.A. (ES )",ES,"IBERCAJA GESTION, S.G.I.I.C., S.A. (ES )",91384,Promid,Promoters_Marketers
Promoters Marketers,Iberian Distressed Assets Manager (LU ),LU,Iberian Distressed Assets Manager (LU ),87381,Promid,Promoters_Marketers
Promoters Marketers,ICAF Antillen N.V. (CW ),CW,ICAF Antillen N.V. (CW ),83164,Promid,Promoters_Marketers
Promoters Marketers,ICAMAP (LU ),LU,ICAMAP (LU ),72122,Promid,Promoters_Marketers
Promoters Marketers,ICBC Credit Suisse Asset Mgt (Int) (HK ),HK,ICBC Credit Suisse Asset Mgt (Int) (HK ),82892,Promid,Promoters_Marketers
Promoters Marketers,Iceberg Finance Luxembourg S.A. (LU ),LU,Iceberg Finance Luxembourg S.A. (LU ),22305,Promid,Promoters_Marketers
Promoters Marketers,IDAM S.A.S (FR ),FR,IDAM S.A.S (FR ),72470,Promid,Promoters_Marketers
Promoters Marketers,IDEON FS S.L. (ES ),ES,IDEON FS S.L. (ES ),71426,Promid,Promoters_Marketers
Promoters Marketers,IDI Group (FR ),FR,IDI Group (FR ),71530,Promid,Promoters_Marketers
Promoters Marketers,Idinvest Partners (FR ),FR,Idinvest Partners (FR ),73892,Promid,Promoters_Marketers
Promoters Marketers,ID-Sparinvest A/S (DK ),DK,ID-Sparinvest A/S (DK ),11868,Promid,Promoters_Marketers
Promoters Marketers,IdVectoR Investment Management (LU ),LU,IdVectoR Investment Management (LU ),73156,Promid,Promoters_Marketers
Promoters Marketers,IFAG Institutionelle Fondsleitung AG (LI ),LI,IFAG Institutionelle Fondsleitung AG (LI ),80586,Promid,Promoters_Marketers
Promoters Marketers,IFM Independent Fund Management AG (LI ),LI,IFM Independent Fund Management AG (LI ),71805,Promid,Promoters_Marketers
Promoters Marketers,IFP Investment Management S.A. (LU ),LU,IFP Investment Management S.A. (LU ),10918,Promid,Promoters_Marketers
Promoters Marketers,Ignis Asset Management (IE ),IE,Ignis Asset Management (IE ),70336,Promid,Promoters_Marketers
Promoters Marketers,Ignis Fund Managers Limited (GB ),GB,Ignis Fund Managers Limited (GB ),22818,Promid,Promoters_Marketers
Promoters Marketers,IGREP Lux GP S.à r.l. (LU ),LU,IGREP Lux GP S.à r.l. (LU ),87355,Promid,Promoters_Marketers
Promoters Marketers,IKaV GmbH (DE ),DE,IKaV GmbH (DE ),21835,Promid,Promoters_Marketers
Promoters Marketers,IKB Deutsche Industriebank AG (DE ),DE,IKB Deutsche Industriebank AG (DE ),6464,Promid,Promoters_Marketers
Promoters Marketers,Ikodomos Holding S.A. (LU ),LU,Ikodomos Holding S.A. (LU ),5668,Promid,Promoters_Marketers
Promoters Marketers,IM Global Partner AM S.A. (LU ),LU,IM Global Partner AM S.A. (LU ),5126,Promid,Promoters_Marketers
Promoters Marketers,IMMO CB Management S.à r.l. (LU ),LU,IMMO CB Management S.à r.l. (LU ),87409,Promid,Promoters_Marketers
Promoters Marketers,ImmoFinRe Capital Partners S.A. (LU ),LU,ImmoFinRe Capital Partners S.A. (LU ),87370,Promid,Promoters_Marketers
Promoters Marketers,IMPACT Asset Management GmbH (AT ),AT,IMPACT Asset Management GmbH (AT ),108337,Promid,Promoters_Marketers
Promoters Marketers,IMPact SIM S.p.A. (IT ),IT,IMPact SIM S.p.A. (IT ),94084,Promid,Promoters_Marketers
Promoters Marketers,IMPAX Asset Management Limited (GB ),GB,IMPAX Asset Management Limited (GB ),13931,Promid,Promoters_Marketers
Promoters Marketers,Incofin Investment Mgt Comm. VA (BE ),BE,Incofin Investment Mgt Comm. VA (BE ),91458,Promid,Promoters_Marketers
Promoters Marketers,Incofin scbs (BE ),BE,Incofin scbs (BE ),12417,Promid,Promoters_Marketers
Promoters Marketers,Incrementum AG (LI ),LI,Incrementum AG (LI ),80338,Promid,Promoters_Marketers
Promoters Marketers,Indép’AM (FR ),FR,Indép’AM (FR ),91191,Promid,Promoters_Marketers
Promoters Marketers,Industrial Private Markets GP (LU ),LU,Industrial Private Markets GP (LU ),85339,Promid,Promoters_Marketers
Promoters Marketers,Infusive Asset Management Inc. (US ),US,Infusive Asset Management Inc. (US ),88537,Promid,Promoters_Marketers
Promoters Marketers,ING Bank N.V. (NL ),NL,ING Bank N.V. (NL ),73408,Promid,Promoters_Marketers
Promoters Marketers,ING Belgique S.A. (BE ),BE,ING Belgique S.A. (BE ),1684,Promid,Promoters_Marketers
Promoters Marketers,ING Luxembourg S.A. (LU ),LU,ING Luxembourg S.A. (LU ),1501,Promid,Promoters_Marketers
Promoters Marketers,ING Solutions Investment Mgt SA (LU ),LU,ING Solutions Investment Mgt SA (LU ),71070,Promid,Promoters_Marketers
Promoters Marketers,INOCAP Gestion SAS (FR ),FR,INOCAP Gestion SAS (FR ),81984,Promid,Promoters_Marketers
Promoters Marketers,Inoks Capital S.A. (CH ),CH,Inoks Capital S.A. (CH ),71434,Promid,Promoters_Marketers
Promoters Marketers,INOVALIS (FR ),FR,INOVALIS (FR ),67814,Promid,Promoters_Marketers
Promoters Marketers,Insight Ivt Mgt (Europe) Ltd (IE ),IE,Insight Ivt Mgt (Europe) Ltd (IE ),88130,Promid,Promoters_Marketers
