ID,Company_Name,Service_Type,Country,Search_Value,Original_Category
72396,BNP Paribas REIM Germany GmbH (DE),Central Administrations,DE,72396,Adminid
4459,BNP Paribas S.A. (FR),Central Administrations,FR,4459,Adminid
3010,"BNP Paribas SA, German Branch (DE)",Central Administrations,DE,3010,Adminid
73821,"BNP Paribas SA, Italian Branch (IT)",Central Administrations,IT,73821,Adminid
101714,"BNP Paribas SA, Netherlands Branch (NL)",Central Administrations,NL,101714,Adminid
10965,BNP Paribas Securities Services (BE),Central Administrations,BE,10965,Adminid
63786,BNP Paribas Securities Services (FR),Central Administrations,FR,63786,Adminid
83719,BNP Paribas Securities Services SCA (BE),Central Administrations,BE,83719,Adminid
47975,BNP Paribas Trust Corporation UK Ld (GB),Central Administrations,GB,47975,Adminid
69545,"BNP Paribas, Dublin Branch (IE)",Central Administrations,IE,69545,Adminid
6314,"BNP Paribas, London Branch (GB)",Central Administrations,GB,6314,Adminid
100950,"BNP PARIBAS, Succursale à Monaco (MC)",Central Administrations,MC,100950,Adminid
15084,"BNP Paribas, Succursale de Lux (LU)",Central Administrations,LU,15084,Adminid
21290,BNY Mellon Fd Services (Ireland) Ltd (IE),Central Administrations,IE,21290,Adminid
22755,BNY Mellon Fund Managers Limited (GB),Central Administrations,GB,22755,Adminid
4356,BNY Mellon Fund Mgt (Luxembourg) SA (LU),Central Administrations,LU,4356,Adminid
81352,BNY Mellon Fund Services (Ireland) (IE),Central Administrations,IE,81352,Adminid
87969,BNY Mellon Fund Services (Ireland) (IE),Central Administrations,IE,87969,Adminid
22697,BNY Mellon Ivt Servicing (Intl) Ltd (IE),Central Administrations,IE,22697,Adminid
72252,BNY Mellon Service KAG (DE),Central Administrations,DE,72252,Adminid
21679,Bolder Luxembourg S.A. (LU),Central Administrations,LU,21679,Adminid
15042,"BONYM SA/NV, LUXEMBOURG BRANCH (THE) (LU)",Central Administrations,LU,15042,Adminid
87922,BOV Fund Services Limited (MT),Central Administrations,MT,87922,Adminid
5813,BRED Banque Populaire (FR),Central Administrations,FR,5813,Adminid
93322,Bridge Fund Management Ltd (IE),Central Administrations,IE,93322,Adminid
86605,Broad Street Luxembourg Sarl (LU),Central Administrations,LU,86605,Adminid
3863,Brown Brothers Harriman & Co. (US),Central Administrations,US,3863,Adminid
83289,Brown Brothers Harriman & Co. (US),Central Administrations,US,83289,Adminid
1491,Brown Brothers Harriman (Lux) S.C.A. (LU),Central Administrations,LU,1491,Adminid
17971,Brown Brothers Harriman Fd Ad. Serv. (IE),Central Administrations,IE,17971,Adminid
65675,Brown Brothers Harriman TS Ld (IE),Central Administrations,IE,65675,Adminid
4569,C Worldwide AM Fondsmæglerselskab (DK),Central Administrations,DK,4569,Adminid
4532,C WorldWide Fund Management S.A. (LU),Central Administrations,LU,4532,Adminid
108497,CA Indosuez (FR),Central Administrations,FR,108497,Adminid
4856,CA Indosuez Fund Solutions (LU),Central Administrations,LU,4856,Adminid
11841,CACEIS Bank (FR),Central Administrations,FR,11841,Adminid
110856,CACEIS BANK SPAIN S.A. (ES),Central Administrations,ES,110856,Adminid
5078,"CACEIS Bank, Belgium Branch (BE)",Central Administrations,BE,5078,Adminid
17167,"CACEIS Bank, Deutschland Branch (DE)",Central Administrations,DE,17167,Adminid
19422,"CACEIS Bank, Ireland Branch (IE)",Central Administrations,IE,19422,Adminid
80269,"CACEIS Bank, Italy Branch (IT)",Central Administrations,IT,80269,Adminid
2758,"CACEIS Bank, Luxembourg Branch (LU)",Central Administrations,LU,2758,Adminid
69457,"CACEIS Bank, Netherlands Branch (NL)",Central Administrations,NL,69457,Adminid
14886,"CACEIS Bank, Switzerland Branch (CH)",Central Administrations,CH,14886,Adminid
93854,"CACEIS Bank, UK Branch (GB)",Central Administrations,GB,93854,Adminid
19134,CACEIS Fund Administration (FR),Central Administrations,FR,19134,Adminid
84767,CACEIS HK Trust Co Ltd (HK),Central Administrations,HK,84767,Adminid
20960,CACEIS Investor Services Bank France (FR),Central Administrations,FR,20960,Adminid
1577,CACEIS Investor Services Bank S.A. (LU),Central Administrations,LU,1577,Adminid
6046,CACEIS Investor Services Bank SA CH (CH),Central Administrations,CH,6046,Adminid
22699,CACEIS Investor Services Bank SA IRL (IE),Central Administrations,IE,22699,Adminid
19962,CACEIS Investor Services Bank SA IT (IT),Central Administrations,IT,19962,Adminid
18403,CACEIS Investor Services Belgium (BE),Central Administrations,BE,18403,Adminid
22008,CACEIS Investor Services Ireland Ld (IE),Central Administrations,IE,22008,Adminid
101429,CACEIS Investor Services Trust UK (GB),Central Administrations,GB,101429,Adminid
19421,CACEIS Ireland Limited (IE),Central Administrations,IE,19421,Adminid
5470,CACEIS Netherlands (NL),Central Administrations,NL,5470,Adminid
80363,CAIAC Fund Management AG (LI),Central Administrations,LI,80363,Adminid
70227,Caibuo Capital SARL (LU),Central Administrations,LU,70227,Adminid
91561,Calamatta Cuschieri Fund Services Ld (MT),Central Administrations,MT,91561,Adminid
16637,Capfi Delen Asset Management S.A. (BE),Central Administrations,BE,16637,Adminid
67941,Capita Financial Admin (IE) Ltd (IE),Central Administrations,IE,67941,Adminid
22962,Capita Financial Administrators Ltd (GB),Central Administrations,GB,22962,Adminid
87929,Capita Registrars Ltd (GB),Central Administrations,GB,87929,Adminid
1875,Carnegie Fonder AB (SE),Central Administrations,SE,1875,Adminid
83126,"Castik Capital, S.à r.l. (LU)",Central Administrations,LU,83126,Adminid
72253,Catella Real Estate AG (DE),Central Administrations,DE,72253,Adminid
88030,CBRE Global Ivt Administration Lux (LU),Central Administrations,LU,88030,Adminid
115236,CBRE Luxembourg (LU),Central Administrations,LU,115236,Adminid
97262,CC Fund Services (Malta) Limited (MT),Central Administrations,MT,97262,Adminid
107632,"Centaur Fund Services US, Inc (US)",Central Administrations,US,107632,Adminid
14348,Centralis S.A. (LU),Central Administrations,LU,14348,Adminid
14965,CF Fund Services S.A. (LU),Central Administrations,LU,14965,Adminid
101750,Circle Investment Support Services (NL),Central Administrations,NL,101750,Adminid
10148,CITCO Bank Nederland N.V. Lux Branch (LU),Central Administrations,LU,10148,Adminid
81486,Citco Fund Services (CI) Ld (KY),Central Administrations,KY,81486,Adminid
11503,Citco Fund Services (Curaçao) N.V. (AN),Central Administrations,AN,11503,Adminid
71937,Citco Fund Services (Ireland) Ld (IE),Central Administrations,IE,71937,Adminid
2743,Citco Fund Services (Luxembourg) S.A (LU),Central Administrations,LU,2743,Adminid
22839,Citco Fund Services (Nederland) B.V. (NL),Central Administrations,NL,22839,Adminid
93367,Citco Fund Services Guernsey Ltd (GG),Central Administrations,GG,93367,Adminid
13976,Citco Reif Services (Luxembourg) SA (LU),Central Administrations,LU,13976,Adminid
65729,Citibank Europe plc (IE),Central Administrations,IE,65729,Adminid
1493,Citibank Europe PLC (Lux. Br.) (LU),Central Administrations,LU,1493,Adminid
100891,Citibank Europe Plc Netherlands B (NL),Central Administrations,NL,100891,Adminid
83373,Citibank Europe plc UK Branch (GB),Central Administrations,GB,83373,Adminid
66589,"Citibank International Plc, Ireland (IE)",Central Administrations,IE,66589,Adminid
19004,Citibank N.A. London Branch (GB),Central Administrations,GB,19004,Adminid
101484,"Citibank, N.A., Hong Kong Branch (HK)",Central Administrations,HK,101484,Adminid
98241,CLCF Partners S.A. (LU),Central Administrations,LU,98241,Adminid
94690,Colmore PS Ltd (GB),Central Administrations,GB,94690,Adminid
72512,Commerz Real Fund Management (LU),Central Administrations,LU,72512,Adminid
72395,Commerz Real Investmentg. mbH (DE),Central Administrations,DE,72395,Adminid
2269,C-QUADRAT Kapitalanlage AG (AT),Central Administrations,AT,2269,Adminid
88099,Credit Agricole Bank Romania S.A. (RO),Central Administrations,RO,88099,Adminid
60911,Crédit Coopératif (FR),Central Administrations,FR,60911,Adminid
1787,Crédit Industriel et Commercial (FR),Central Administrations,FR,1787,Adminid
6146,Crédit Mutuel Asset Management (FR),Central Administrations,FR,6146,Adminid
84611,Credit Suisse Asset Management (CH),Central Administrations,CH,84611,Adminid
22133,Credit Suisse Fds AG (CH),Central Administrations,CH,22133,Adminid
80422,Cromwell Funds Management Limited (AU),Central Administrations,AU,80422,Adminid
87896,CS Fd Services (IE) Ltd (IE),Central Administrations,IE,87896,Adminid
2666,Danske Bank A/S (DK),Central Administrations,DK,2666,Adminid
15908,Danske Invest Management A/S (DK),Central Administrations,DK,15908,Adminid
16867,DB Advisors Sicav (LU),Central Administrations,LU,16867,Adminid
2242,Deka International S.A. (LU),Central Administrations,LU,2242,Adminid
19786,Deka Investment GmbH (DE),Central Administrations,DE,19786,Adminid
100766,"Deka Vermögensmanagement GmbH, Br LU (LU)",Central Administrations,LU,100766,Adminid
1476,Delen Private Bank Luxembourg S.A. (LU),Central Administrations,LU,1476,Adminid
70756,Deloitte Legal (LU),Central Administrations,LU,70756,Adminid
2092,Deloitte Tax and Consulting SàRL (LU),Central Administrations,LU,2092,Adminid
20724,Delta Lloyd N.V. (NL),Central Administrations,NL,20724,Adminid
1575,Deutsche Bank Luxembourg S.A. (LU),Central Administrations,LU,1575,Adminid
72059,Dierickx Leys Private Bank N.V. (BE),Central Administrations,BE,72059,Adminid
1779,Dinamik S.A. (LU),Central Administrations,LU,1779,Adminid
112546,Divergent Investments S.à r.l. (LU),Central Administrations,LU,112546,Adminid
72868,DLA Piper Luxembourg (LU),Central Administrations,LU,72868,Adminid
25881,DNB Bank ASA (NO),Central Administrations,NO,25881,Adminid
74157,Domos FS Limited (GB),Central Administrations,GB,74157,Adminid
4877,DST Financial Services Intl Ld (GB),Central Administrations,GB,4877,Adminid
15446,Dubly Douilhet Gestion (FR),Central Administrations,FR,15446,Adminid
11432,Dubly Transatlantique Gestion (FR),Central Administrations,FR,11432,Adminid
109892,Duke Street General Partner Limited (GB),Central Administrations,GB,109892,Adminid
78332,"Dunross & CO S.A., SICAV-SIF (LU)",Central Administrations,LU,78332,Adminid
99940,DWS International GmbH (DE),Central Administrations,DE,99940,Adminid
5725,DWS Investment GmbH (DE),Central Administrations,DE,5725,Adminid
1510,DWS Investment S.A. (LU),Central Administrations,LU,1510,Adminid
1511,DZ Privatbank S.A. (LU),Central Administrations,LU,1511,Adminid
70945,ECE Real Estate Partners S. à r.l. (LU),Central Administrations,LU,70945,Adminid
1486,Edmond de Rothschild (Europe) (LU),Central Administrations,LU,1486,Adminid
1910,Edmond de Rothschild (France) (FR),Central Administrations,FR,1910,Adminid
10645,Edmond de Rothschild Asset Mgt (LU),Central Administrations,LU,10645,Adminid
12669,EFG Bank (Luxembourg) S.A. (LU),Central Administrations,LU,12669,Adminid
15974,Egns-INVEST Investeringsforvaltning. (DK),Central Administrations,DK,15974,Adminid
98061,Elmfield Limited (HK) (HK),Central Administrations,HK,98061,Adminid
83542,Engelwood Global Services (LU),Central Administrations,LU,83542,Adminid
113732,Epic Fund Services (Guernsey) Ld (GG),Central Administrations,GG,113732,Adminid
109872,EQT Exeter Services Luxembourg (LU),Central Administrations,LU,109872,Adminid
88485,Equi Capital Market SARL (LU),Central Administrations,LU,88485,Adminid
96225,Equinoxe Alternative Ivt Services (IE),Central Administrations,IE,96225,Adminid
13967,Equiom (Luxembourg) S.A. (LU),Central Administrations,LU,13967,Adminid
100518,Equity Trustees Fd Services (IE) Ltd (IE),Central Administrations,IE,100518,Adminid
100128,Equity Trustees Fund Services (GB),Central Administrations,GB,100128,Adminid
97797,Erste Asset Management GmbH (AT),Central Administrations,AT,97797,Adminid
6336,Erste-Sparinvest KAG (AT),Central Administrations,AT,6336,Adminid
77887,Estera Trust (Jersey) Limited (JE),Central Administrations,JE,77887,Adminid
93546,ESTM Ltd (MT),Central Administrations,MT,93546,Adminid
72254,ETFlab Investment GmbH (DE),Central Administrations,DE,72254,Adminid
96292,Eurazeo Funds Management Luxembourg (LU),Central Administrations,LU,96292,Adminid
89812,EURO NET ASSET VALUE (FR),Central Administrations,FR,89812,Adminid
1512,Eurobank Private Bank Lux S.A. (LU),Central Administrations,LU,1512,Adminid
88450,Euromobiliare AM SGR S.p.A. Lxg (LU),Central Administrations,LU,88450,Adminid
99863,Europe Dvt Gnl Part Fdr S.à r.L. (LU),Central Administrations,LU,99863,Adminid
71655,European Fd Administration France (FR),Central Administrations,FR,71655,Adminid
72072,Evli Fund Management Company Ltd (FI),Central Administrations,FI,72072,Adminid
87665,Evli-Rahastoyhtiö Oy (FI),Central Administrations,FI,87665,Adminid
