Category,Value,Text
Promid,12190,SK Vermögensverwaltung GmbH (DE )
Promid,17572,SKAGEN AS (NO )
Promid,71296,Skandia Fonder (SE )
Promid,2021,Skandinaviska Enskilda Banken AB (SE )
Promid,1556,Skandinaviska Enskilda Banken SA (LU )
Promid,87761,Slater Investments Limited (GB )
Promid,73129,SLB International SARL (FR )
Promid,88300,SMA Gestion (FR )
Promid,2270,SMBC Nikko Group (JP )
Promid,72103,"Smead Capital Management, Inc. (US )"
Promid,83609,Smith & Williamson Investment Mgt (GB )
Promid,3214,SMN Investment Services Ltd. (BM )
Promid,5185,SMS & Cie. Vermögensmanagement GmbH (DE )
Promid,1630,Société d'Adm. Gestion Atlantas Saga (CH )
Promid,72557,Société de gestion Prévoir (FR )
Promid,91875,Société Générale Effekten GmbH (DE )
Promid,18916,Société Générale Gestion S.A (“S2G”) (FR )
Promid,13674,Societe Generale Invst Sol (Europe) (LU )
Promid,2806,Société Générale Luxembourg S.A. (LU )
Promid,98748,Société Générale Private Banking (BE )
Promid,2028,Société Générale S.A. (FR )
Promid,93359,Société Parisienne de Gestion (FR )
Promid,19914,Société Privée de Gestion de Patri. (FR )
Promid,87190,Sofidy (FR )
Promid,2807,Solutio AG (DE )
Promid,91226,SOLVECON INVEST GmbH (DE )
Promid,87767,Somerset Capital Management LLP (GB )
Promid,13834,Sorgente SGR S.p.A. (IT )
Promid,69035,Source For Alpha AG (DE )
Promid,71808,Spängler IQAM Invest GmbH (AT )
Promid,72068,S-Pankki Rahastoyhtiö Oy (FI )
Promid,5243,Sparinvest S.A. (LU )
Promid,2033,Sparkasse Schwaz AG (AT )
Promid,5593,Sparkasse Ulm (DE )
Promid,9954,SPARX Asset Management Co. Ltd (JP )
Promid,96224,SphereInvest Group Limited (MT )
Promid,80600,Spiltan Fonder AB (SE )
Promid,101012,Spinoza Capital Management Limited (MT )
Promid,89801,SPPI Finance (FR )
Promid,5614,Spuerkeess Asset Management (LU )
Promid,113994,Stabiho Investment Partners (FR )
Promid,21356,Stamina Asset Management (FR )
Promid,89846,State Street Global Advisors Eur Ltd (IE )
Promid,10425,State Street Global Advisors FR S.A. (FR )
Promid,22826,State Street Global Advisors Liq plc (IE )
Promid,16666,State Street Global Advisors Trust (US )
Promid,19385,Stefnir Asset Management Company hf. (IS )
Promid,104992,Stenham Asset Management UK PLC (GB )
Promid,83432,Stichting Atlas Investment Solutions (NL )
Promid,81658,Stichting Core Infrastructure (NL )
Promid,83433,Stichting Purple Protected Asset (NL )
Promid,11679,Stone Harbor Investment Partners (US )
Promid,93937,StoneFarm Capital LLP (GB )
Promid,88441,Stonehage Fleming IM Limited (GB )
Promid,83390,Storebrand Asset Management AS (NO )
Promid,17611,Stork Acceptance S.A. (LU )
Promid,68558,STRAND (LU )
Promid,89815,STRATEGE FINANCE SA (FR )
Promid,104781,STRATEGIC EQUITY PARTNERS S.à r.l. (LU )
Promid,80414,Strategic Investments Group Limited (GB )
Promid,78402,Stronghold Capital Pte. Ltd (SG )
Promid,21558,Strongsquad SGPS LDA (PT )
Promid,9851,Structured Invest S.A. (LU )
Promid,92139,Stubenrauch & Hölscher F GmbH (DE )
Promid,87406,Suebia Management S.à r.l. (LU )
Promid,4761,Suez Group (FR )
Promid,88328,Sully Patrimoine Gestion (FR )
Promid,70860,Sumitomo Mitsui Trust Bank Ltd (JP )
Promid,83503,SUMUS Capital S.A. (CH )
Promid,72564,Sunny Asset Management (FR )
Promid,2654,Superfund Asset Management GmbH (AT )
Promid,101014,Sura Investment Management Mexco (MX )
Promid,71780,SUSI Partners AG (CH )
Promid,10417,SVM Asset Management Limited (GB )
Promid,19855,Swan Asset Management S.A. (CH )
Promid,71979,"SwanCap GP, S.à r.l. (LU )"
Promid,70640,Swancap Investment Management S.A. (LU )
Promid,83190,SwanCap Partners Beteiligungs GmbH (DE )
Promid,22910,Swedbank AB (publ) (SE )
Promid,71186,Swedbank Management Company S.A. (LU )
Promid,68656,Swiss Advising & Consult Group Ltd (CH )
Promid,71346,Swiss Asia Financial S. Pte. Ltd (SG )
Promid,87965,Swiss Commodity Securities Limited (JE )
Promid,41648,Swiss Life AG (CH )
Promid,6062,Swiss Life Asset Management AG (CH )
Promid,16318,Swiss Life Asset Managers France (FR )
Promid,68376,Swiss Life Asset Managers Luxembourg (LU )
Promid,87165,SWISS LIFE Gestion Privée (FR )
Promid,22064,Swiss Life Investment Mgt Holding AG (CH )
Promid,2927,Swiss Life Ltd (CH )
Promid,71947,Swiss Life Property Management AG (CH )
Promid,12387,Swiss RE Funds(Lux) I (LU )
Promid,12770,Swiss Rock Asset Management AG (CH )
Promid,10400,Swisscanto Asset Management Intl SA (LU )
Promid,5709,Swisscanto Fondsleitung AG (CH )
Promid,11200,Swissinvest GmbH (CH )
Promid,72566,SwissLife Gestion Privée (FR )
Promid,14912,Swissquote Bank (CH )
Promid,11551,Sycomore Asset Management (FR )
Promid,6154,Sydbank AG (CH )
Promid,5932,Symbiotics Asset Management S.A. (CH )
Promid,87311,Synatom (BE )
Promid,69742,SYQUANT Capital SAS (FR )
Promid,100676,SYZ Capital AG (CH )
Promid,87518,T. Bailey Fund Services Limited (GB )
Promid,11230,"T. Rowe Price Associates, Inc (US )"
Promid,10373,T. Rowe Price Global Ivt Services Ld (GB )
Promid,16683,T. Rowe Price International Ltd (GB )
Promid,98249,Tabula Investment Management Limited (GB )
Promid,72873,Tages Capital LLP (GB )
Promid,102808,TAILOR AM SAS (FR )
Promid,72569,Tailor Capital S.A.S. (FR )
Promid,71807,Talanx Asset Management GmbH (DE )
Promid,72570,Talence Gestion (FR )
Promid,91333,TAM AG (DE )
Promid,14379,Tandem Partners Sàrl (LU )
Promid,71995,Tangible Assets Investments Mgt (LU )
Promid,71961,Tapiola Mutual Pension Insurance Co (FI )
Promid,10782,Tareno (Luxembourg) S.A. (LU )
Promid,91693,TAT (FR )
Promid,70120,Taunus Trust GmbH (DE )
Promid,93314,Taurus Gestion Privée SAS (FR )
Promid,87396,Tavis Capital AG (CH )
Promid,87395,Tavis Capital S.à r.l. (LU )
Promid,11940,TBF Global Asset Management GmbH (DE )
Promid,10442,TCW Investment Management Co. Inc (US )
Promid,14706,Technology Development Found. Turkey (TR )
Promid,2706,Templeton Global Advisors Limited (BS )
Promid,87366,TH RE Group Holdings Limited (GB )
Promid,87362,TH Real Estate (LU )
Promid,14790,Thalia S.A. (CH )
Promid,62931,Thames River Capital LLP (GB )
Promid,89919,THCP Holding S.A. (LU )
Promid,2112,The Bank of New York Mellon Intl Ltd (LU )
Promid,1747,The Capital Group Companies (US )
Promid,5069,The Financial Services Authority (GB )
Promid,73057,The Foundations Sarl (LU )
Promid,2434,The Industrial Bank of Japan (JP )
Promid,83427,The Planeta Industries Charitable T (IE )
Promid,13197,The Putnam Advisory Company L.L.C. (US )
Promid,69464,"The Vanguard Group, Inc. (US )"
Promid,21408,THEAM S.A.S. (FR )
Promid,13729,Third Eye Capital Management Inc. (CA )
Promid,83814,ThomasLloyd Capital LLC (US )
Promid,87030,ThomasLloyd Global Asset Mgt GmbH (DE )
Promid,20586,Thomé Asset Mgt & Asset Controlling (GB )
Promid,2729,Threadneedle Asset Management Ltd (GB )
Promid,41219,Threadneedle Investment Services LTD (GB )
Promid,5590,Threadneedle Management Lux S.A (LU )
Promid,17456,Threadneedle Property Investments Ld (GB )
Promid,71138,Three Hillls Capital Partners S.A. (LU )
Promid,107689,Three Rock Capital Management Ld (IE )
Promid,17915,Threestones Capital Management S.A. (LU )
Promid,112698,Tiger Asset Management AG (CH )
Promid,81620,Tikehau Capital Partners UK Limited (GB )
Promid,71394,Tikehau Investment Management SAS (FR )
Promid,87386,Timbercreek Value-Add GP S.à r.l. (LU )
Promid,71945,Timberland (Carry) GP Ltd (KY )
Promid,12265,Tishman Speyer (US )
Promid,21638,Titanium Finance S.A. (CH )
Promid,70225,TMF Fund Management S.A. (LU )
Promid,72418,TMW Pramerica Property Ivt GmbH (DE )
Promid,69582,TOBAM SAS (FR )
Promid,2667,Tokio Marine Asset Mgt Intl Pte Ltd (SG )
Promid,71789,Tolomeo Capital AG (CH )
Promid,83815,Tommaso Albanese (GB )
Promid,11600,TOP Vermögen AG (DE )
Promid,19715,TOP Vermögensverwaltung AG (DE )
Promid,83246,"Tortoise Capital Advisors, L.L.C. (US )"
Promid,19083,Toubkal (BZ )
Promid,72042,TradeCom Suisse AG (CH )
Promid,71250,"Transamerica Asset Management, Inc. (US )"
Promid,6347,Transtrend B.V. (NL )
Promid,71955,Travis Investment S.à r.l. (LU )
Promid,83440,"TREA Asset Mgt S.G.I.I.C., S.A (ES )"
Promid,88503,Treasury Capital Fund Solutions (GB )
Promid,80135,Trecento Asset Management (FR )
Promid,86922,TreeTop Asset Management Belgium (BE )
Promid,4965,TreeTop Asset Management S.A. (LU )
Promid,93409,Tresides Asset Management GmbH (DE )
Promid,6380,Triodos Bank N.V. (NL )
Promid,74645,Tristan Capital Partners LLP (GB )
Promid,80493,Trium Investment Management LLP (GB )
Promid,87232,TRIUM S.A. (LU )
Promid,16636,TRIUVA Kapitalverwaltungsg. (DE )
Promid,95931,Troy Asset Management Limited (GB )
Promid,115530,Truncus Wealth (BE )
Promid,72534,Trusteam Finance (France) (FR )
Promid,87749,TRUSTUS Capital Management B.V. (NL )
Promid,73459,TT International (GB )
Promid,11756,Tungsten Capital Management GmbH (DE )
Promid,89800,Turgot Asset Management (FR )
Promid,20347,Turquoise Finances S.A. (CH )
Promid,69776,TÜV SÜD Pension Trust e.V. (DE )
Promid,68662,Twelve Capital AG (CH )
Promid,72497,Twenty First Capital (FR )
Promid,80861,Twentyfour Asset Management LLP (GB )
Promid,71970,Tyndaris LLP (GB )
Promid,102868,Tyrus Capital Alternatives LLP (GB )
Promid,70039,UBP AM (Europe) SA (LU )
Promid,17076,UBS AG (Genève) (CH )
Promid,11933,UBS AG (London Branch) (GB )
Promid,19024,UBS Asset Management (Europe) S.A. (LU )
Promid,5386,UBS Asset Management (UK) Ltd  (GB )
Promid,2198,UBS Asset Management Switzerland AG (CH )
Promid,5236,UBS Asset Mgt (Deutschland) GmbH  (DE )
Promid,80388,UBS Beteiligungs-GmbH & Co. KG (DE )
Promid,83675,UBS Europe SE Luxembourg Branch (LU )
Promid,1502,UBS Fund Adminis Services Lux SA (LU )
Promid,4950,UBS Fund Management (Switzerland) AG (CH )
Promid,10298,UBS La Maison de Gestion (FR )
Promid,11518,UBS Lux Fin Group Asset Management (LU )
Promid,15717,UBS Real Estate Kapitalanlagegesell. (DE )
Promid,75356,UBS Switzerland AG (CH )
Promid,5879,UBS Third Party Management Co. S.A. (LU )
Promid,83224,UCAP GP S.à r.l. (LU )
Promid,89913,UDX GP S.à r.l. (LU )
Promid,73056,Ufenau IV German Asset Light Sàrl (LU )
Promid,114110,Uhuru Investment Partners (NE )
Promid,106037,Ullis Luxembourg SA (LU )
Promid,105979,UM Strategy Verwaltungs GmbH (DE )
Promid,100067,UmweltBank AG (DE )
Promid,72574,Uncia AM (FR )
Promid,18109,UniCredit Bank AG (DE )
Promid,15044,UniCredit International Bank (Lux)SA (LU )
Promid,73303,Unigestion (Luxembourg) (LU )
Promid,11293,Unigestion Guernsey Ltd (GG )
Promid,2064,Unigestion S.A. (CH )
Promid,74845,Unigestion Secondary Opportunity III (LU )
Promid,83681,Uni-Hedge Vaudoise I Limited (GG )
Promid,5670,Unilever N.V. (NL )
Promid,71342,Union Bancaire Gest Instit (FR) SAS (FR )
Promid,3057,"Union Bancaire Privée, UBP SA (CH )"
Promid,2067,Union Financière de France Banque (FR )
Promid,1565,Union Investment Luxembourg S.A. (LU )
Promid,5216,Union Investment Privatfonds GmbH (DE )
Promid,13097,Union Investment Real Estate AG (DE )
Promid,96442,Union Securities Switzerland SA (CH )
Promid,18622,Unipart Participações Internacionais (KY )
Promid,69855,UNIQA Capital Markets GmbH (AT )
Promid,4874,UNIQA Versicherungen AG (AT )
Promid,73764,Universal Investment (LU )
Promid,114114,Universal-Investment Ireland Fd Mgt (IE )
Promid,44536,Universal-Investment-Gesellschaft (DE )
Promid,4335,Universal-Investment-Luxembourg S.A. (LU )
Promid,71641,Urban Partners Management Company (LU )
Promid,83829,UTI International (Singapore) Priv (SG )
Promid,88378,Uzès Gestion (FR )
Promid,87802,V4C Poland Plus C.V. SCS (LU )
Promid,2990,Valartis Asset Management (Austria) (AT )
Promid,11383,Valartis Int Ltd (VG )
Promid,83591,Valeur Capital Limited (GB )
Promid,18555,Valiance Asset Management Limited (GG )
Promid,110038,Valinvest RE (GB )
Promid,72900,Valori Asset Management S.A. (LU )
Promid,78398,Valtum GP Sàrl (LU )
Promid,72060,Value Partners Limited (VG )
Promid,72049,Value Square (BE )
Promid,83139,"Value Tree A.V., S.A. (ES )"
Promid,18738,Valu-Trac Investment Management Limi (GB )
Promid,84498,VAM Global S.à r.l (LU )
Promid,16375,Van Eck Associates Corporation (US )
Promid,16321,Van Lanschot Kempen Ivt Mgt (NL )
Promid,102835,VanEck Asset Management B.V. (NL )
Promid,89851,Vanguard Global Advisers LLC (US )
Promid,72575,Varenne Capital Partners (FR )
Promid,113875,Variety Capital Limited (GB )
Promid,71992,"Varipromo, S.L. (ES )"
Promid,72580,Vatel Capital (FR )
Promid,101781,Vauban Infrastructure Partners (FR )
Promid,14729,VBV-Pensionskasse AG (AT )
Promid,21272,VCP Holdings I (Suisse) SàRL (CH )
Promid,98749,VDK Spaarbank (BE )
Promid,13000,Vector Asset Management S.A. (LU )
Promid,69417,VEGA Investment Managers (FR )
Promid,81621,Vendôme Capital Properties Lux (LU )
Promid,22681,Ver Capital SGRpA (IT )
Promid,73335,Ver Management Tre ss (IT )
Promid,14864,Vereinigte VR Bank Kur+ Rheinpfalz (DE )
Promid,81325,Veritas Investment Associates (FR )
Promid,71800,Veritas Investment GmbH (DE )
Promid,18082,Versorgungswerk der Architektenk. (DE )
Promid,84671,Vesalius Biocapital III Partners (LU )
Promid,84326,Vestathena (FR )
Promid,70859,V-Fund Trend Management Co Inc (VG )
Promid,10599,Victory Asset Management S.A. (LU )
Promid,81407,VIDA CAPITAL Inc (US )
Promid,16947,Vintage General Partner S.a r.l. (LU )
Promid,83640,Viola Asset Management GmbH (AT )
Promid,18556,Vision Holdings Limited (KY )
Promid,83148,Vistra (Malta) Limited (MT )
Promid,91284,Vistra Fund Management S.A. (LU )
Promid,88495,"Vivienne Investissement, SAS (FR )"
Promid,73477,VM Vermögens-Management GmbH (DE )
Promid,15395,VM Vermögens-Management GmbH (DE )
Promid,68099,Voigt & Coll. GmbH (DE )
Promid,70483,Volksbank eG (DE )
Promid,72045,Volksbank Invest Kapitalanl. mbH (AT )
Promid,13241,Volksbank Lübbecker Land eG (DE )
Promid,5653,von der Heydt Invest SA (LU )
Promid,9937,Vontobel Asset Management Inc. (US )
Promid,4827,Vontobel Asset Management S.A. (LU )
Promid,83816,Vontobel Fund Services AG (CH )
Promid,71950,Voskhod Consulting Ltd (CY )
Promid,1566,VP Bank (Luxembourg) SA (LU )
Promid,11043,VP Bank AG (LI )
Promid,68517,VP Finance Gestion (FR )
Promid,10231,VP Fund Solutions (Luxembourg) SA (LU )
Promid,20941,VPV Lebensversicherungs-AG (DE )
Promid,80417,"Vulcan Value Partners, LLC (US )"
Promid,15825,VVB Vermögensverwaltung Braun. GmbH (DE )
Promid,68644,VW RA im Lande Hessen (DE )
Promid,12232,Wallrich Asset Management AG (DE )
Promid,1993,Walser Privatbank AG (AT )
Promid,72076,Warburg Invest KAG MBH (DE )
Promid,5642,Warburg Invest Kapitalanlageges mbH (DE )
Promid,83489,Waterloo Asset Management S.A (LU )
Promid,69823,WAVE Management AG (DE )
Promid,84777,Waverton Investment Management Ltd (GB )
Promid,17268,Waystone Admin Solutions (Lux) S.A. (LU )
Promid,10477,Waystone Management Co. (Lux) S.A. (LU )
Promid,91597,Waystone Mgt Company (IE) Limited (IE )
Promid,95358,WBS Hünicke Vermögensverwaltung GmbH (DE )
Promid,87317,Wealth Fund Services Ltd (CY )
Promid,83314,WealthCap Entity Service GmbH (DE )
Promid,20434,WealthCap Zweitmarkt 3 BASIS GmbH (DE )
Promid,113987,WEALTHGATE GmbH (DE )
Promid,14414,Weiler & Eberhardt Depotverwaltg AG (DE )
Promid,73079,Weinberg Real Estate S.àr.l. (LU )
Promid,4237,Wellington Luxembourg S.à r.l. (LU )
Promid,2081,Wellington Management Company LLP (US )
Promid,4816,Wells Fargo AM (International) Ltd (GB )
Promid,10212,Western Asset Management Company Ltd (GB )
Promid,72419,WestInvest Gesellschaft für Ivtfds (DE )
Promid,18814,Westwood Management Corp. (US )
Promid,80715,WHEB Asset Management LLP (GB )
Promid,22946,Whitelake Capital GmbH (DE )
Promid,11413,Wichmann&Groth Vermögensverw GmbH (DE )
Promid,13806,Wiesbadener Volksbank eG (DE )
Promid,70543,Williamson Investment Management LLP (GB )
Promid,2461,WinCom Versicherungs-Holding AG (DE )
Promid,107558,Winterberg & Seelmeyer GmbH (DE )
Promid,20199,Winton Capital Management Limited (GB )
Promid,87960,WisdomTree Commodity Securities Ld (JE )
Promid,84105,WisdomTree Management Limited (IE )
Promid,89795,Wiseam (FR )
Promid,83469,Woodford Investment Management LLP (GB )
Promid,80726,Woodman Asset Management AG (CH )
Promid,83341,Working Capital Management SA (LU )
Promid,69589,WRM Capital Asset Management SARL (LU )
Promid,3093,Wüstenrot Bank AG Pfandbriefbank (DE )
Promid,2626,WWK Lebensversicherung a.G. (DE )
Promid,83203,Xact Kapitalförvaltning AB (SE )
Promid,73010,York Capital Mgt Global Advisors (US )
Promid,61743,"Yuki Management & Research Co., Ld (JP )"
Promid,20283,Zadig Asset Management S.A. (LU )
Promid,4612,"ZAIS Group, LLC (US )"
Promid,70703,Zantke & Cie. Asset Management GmbH (DE )
Promid,67916,zCapital AG (CH )
Promid,84665,Zeus Asset Management S.A. (LU )
Promid,68951,Zeus Capital S.A. (CH )
Promid,72046,ZZ Vermögensverwaltung GmbH (AT )
Fondsid,-1,Please choose a fund
Compartiment,-1,All sub-funds
Cdtypevar,-1,All periods
Cdtypevar,1,issue date
Cdtypevar,2,one year
Cdtypevar,3,1st january
Cdtypevar,4,six months
Cdtypevar,5,three months
Cdtypevar,6,one month
Cdtypevar,7,previous day
Cdperf,-1,All returns
Cdperf,1,<0 %
Cdperf,2,0 and 5 %
Cdperf,3,5 and 10 %
Cdperf,4,10 and 15 %
Cdperf,5,15 and 25 %
Cdperf,6,25 and 50 %
Cdperf,7,> 50 %
Adminid,-1,All central administrations
Adminid,13956,CSC Global Services (Lux) Sàrl (LU)
Adminid,84129,1167 Capital LLP (GB)
Adminid,91738,12 NP SARL (LU)
Adminid,91334,1741 Fund Management AG (CH)
Adminid,105046,1741 Fund Management AG Lux Br (LU)
Adminid,84437,1741 Fund Solutions AG (CH)
Adminid,70833,3 Banken-Generali Investment-Ges. (AT)
Adminid,110002,6 Monks (6M) (LU)
Adminid,111366,Abeille Asset Management (FR)
Adminid,1595,Aberdeen Asset Management Plc (GB)
Adminid,73051,Aberdeen Private Wealth Mgt Ld (JE)
Adminid,82980,ABN AMRO Investment Solutions (FR)
Adminid,2372,ACATIS Investment KVG mbH (DE)
Adminid,87672,Accuro Fund Solutions AG (LI)
Adminid,99826,AcuFin Corp. LTD (MU)
Adminid,9843,Adepa Asset Management S.A. (LU)
Adminid,103012,AGAMA Advisors Sàrl (LU)
Adminid,73154,AIF Management Services S.A. (LU)
Adminid,68526,Alcyon SA (LU)
Adminid,72050,Alfred Berg Administration A/S (DK)
Adminid,16166,Alfred Berg Kapitalforvaltning AS (NO)
Adminid,10768,Allianz Global Investors GmbH (DE)
Adminid,72367,Allianz Global Investors GmbH Lux. B (LU)
Adminid,5654,Allianz Global Investors Ireland Ltd (IE)
Adminid,1509,Allianz Global Investors Lux. S.A. (LU)
Adminid,71837,Allianz Invest K. mbH (AT)
Adminid,15888,Alm. Brand Invest (DK)
Adminid,80206,Alpha Private Equity Funds Mgt Co (LU)
Adminid,69558,"ALPS Fund Services, Inc (US)"
Adminid,72077,ALTE LEIPZIGER Trust Ivt-Gesellsch. (DE)
Adminid,10474,Alter Domus AA Fund Administration (LU)
Adminid,71113,Alter Domus Depositary Services Sàrl (LU)
Adminid,113644,Alter Domus Fund Services (IE) Ltd (IE)
Adminid,101545,Alter Domus Fund Services SAS (FR)
Adminid,51720,Alter Domus Luxembourg S.à r.l. (LU)
Adminid,18682,Alter Domus Management Company S.A. (LU)
Adminid,100373,Alter Domus Services Malta Limited (MT)
Adminid,101710,Altum Luxembourg S.A. (LU)
Adminid,113762,Amicorp Fund Services Luxembourg (LU)
Adminid,70749,Ampega Investment GmbH (DE)
Adminid,72014,Amundi Austria GmbH (AT)
Adminid,4617,Amundi Deutschland GmbH (DE)
Adminid,112563,Apex Corporate Services CH GmbH (CH)
Adminid,14072,Apex Fd and Corp Products S.A. (LU)
Adminid,103549,Apex Fd Services (Malta) Ltd (MT)
Adminid,101751,Apex Fund Services (BM)
Adminid,81263,Apex Fund Services (Ireland) Limited (IE)
Adminid,107965,Apex Fund Services (Mauritius) Ltd (MR)
Adminid,100366,Apex Fund Services S.A. (LU)
Adminid,100249,AQMetrics Limited (IE)
Adminid,105073,"Aquila Capital Ivt. mbH, Br. Lux (LU)"
Adminid,11322,Arc Asset Management S.A. (LU)
Adminid,84635,Arendt Investor Services S.A. (LU)
Adminid,91837,Ares Management Luxembourg (LU)
Adminid,88491,ARIA Limited (GB)
Adminid,82929,ARKK Compliance Limited (GB)
Adminid,16904,AS Avaron Asset Management (EE)
Adminid,72055,AS LHV Varahaldus (EE)
Adminid,80872,Asia Alternatives Management LLC (US)
Adminid,100644,ASN Beleggingsinst. Beheer B.V. (NL)
Adminid,78308,Astorg Asset Management (LU)
Adminid,112407,Atoz Services S.A. (LU)
Adminid,2109,ATTRAX Financial Services S.A. (LU)
Adminid,81358,Auren Trust S.à .r.l. (LU)
Adminid,22805,AVANA Invest GMBH (DE)
Adminid,101386,Avega Capital Management S.A. (LU)
Adminid,108626,Avega Fund Services S.à r.l. (LU)
Adminid,114168,AXA IM Select France (FR)
Adminid,4200,Axa Investment Managers Deutsc. GmbH (DE)
Adminid,2443,AXA Investment Managers Paris (FR)
Adminid,87829,Aztec Financial Services (JE) LTD (JE)
Adminid,13959,Aztec Financial Services (Lux) S.A. (LU)
Adminid,87377,Aztec Financial Services (NL) B.V. (NL)
Adminid,87523,Baillie Gifford & Co Limited (GB)
Adminid,5127,Banca Popolare di Sondrio SCpA (IT)
Adminid,3135,Banco Inversis S.A. (ES)
Adminid,100927,Bank Frick & Co. AG (LI)
Adminid,10315,Bank of Bermuda Limited (KY)
Adminid,89830,"Bank of Communications Co., Ltd (CN)"
Adminid,87219,Bank of Ireland Securities Services (IE)
Adminid,101402,Bank of New York Mellon (SE)
Adminid,91133,Bank of NYM SA/NV Ndl Frankfurt (DE)
Adminid,72039,Bankhaus Schelhammer & Schattera K. (AT)
Adminid,1679,Bankinter S.A. (ES)
Adminid,1685,Banque Cantonale Vaudoise (CH)
Adminid,1474,Banque de Luxembourg S.A. (LU)
Adminid,18842,Banque de Patrimoines Privés S.A. (LU)
Adminid,2341,Banque Degroof Petercam S.A. (BE)
Adminid,2540,Banque Delen N.V. (BE)
Adminid,1478,Banque et Caisse d'Epargne de l'Etat (LU)
Adminid,42803,Banque Fédérative du Crédit Mutuel (FR)
Adminid,83654,Banque Havilland (Liechtenstein) AG (LI)
Adminid,10496,Banque J. Safra Sarasin (Lux) SA (LU)
Adminid,91843,Banque Lombard Odier & Cie SA (CH)
Adminid,91649,Batipart Participations S.A.S. (LU)
Adminid,4471,BayernInvest Kapitalanlagegesel. mbH (DE)
Adminid,4415,BayernInvest Luxembourg S.A. (LU)
Adminid,108021,Belasko Luxembourg S.à r.l. (LU)
Adminid,1807,Belfius Bank S.A. (BE)
Adminid,72052,BI Management A/S (DK)
Adminid,72812,BI-Invest Endowment Mgt S.à r.l. (LU)
Adminid,68022,BlackRock Asset Management DE AG (DE)
Adminid,71864,BlackRock Cayco Ltd (KY)
Adminid,69409,BlackRock Fund Managers Ltd (GB)
Adminid,81701,BLKB (CH)
Adminid,68856,BNP Paribas AM Europe S.A. (FR)
Adminid,5582,"BNP Paribas AM Europe, Belgian Br. (BE)"
Adminid,6264,"BNP Paribas AM Europe, Netherlands (NL)"
Adminid,1490,BNP Paribas AM Luxembourg S.A. (LU)
Adminid,83607,BNP Paribas Fd Admin. Services (IE)
Adminid,22807,BNP Paribas Fund Services Dublin Ltd (IE)
Adminid,18164,BNP Paribas Real Estate Ivt Mgt Lux (LU)
Adminid,72396,BNP Paribas REIM Germany GmbH (DE)
Adminid,4459,BNP Paribas S.A. (FR)
Adminid,3010,"BNP Paribas SA, German Branch (DE)"
Adminid,73821,"BNP Paribas SA, Italian Branch (IT)"
Adminid,101714,"BNP Paribas SA, Netherlands Branch (NL)"
Adminid,10965,BNP Paribas Securities Services (BE)
Adminid,63786,BNP Paribas Securities Services (FR)
Adminid,83719,BNP Paribas Securities Services SCA (BE)
Adminid,47975,BNP Paribas Trust Corporation UK Ld (GB)
Adminid,69545,"BNP Paribas, Dublin Branch (IE)"
Adminid,6314,"BNP Paribas, London Branch (GB)"
Adminid,100950,"BNP PARIBAS, Succursale à Monaco (MC)"
Adminid,15084,"BNP Paribas, Succursale de Lux (LU)"
Adminid,21290,BNY Mellon Fd Services (Ireland) Ltd (IE)
Adminid,22755,BNY Mellon Fund Managers Limited (GB)
Adminid,4356,BNY Mellon Fund Mgt (Luxembourg) SA (LU)
Adminid,81352,BNY Mellon Fund Services (Ireland) (IE)
Adminid,87969,BNY Mellon Fund Services (Ireland) (IE)
Adminid,22697,BNY Mellon Ivt Servicing (Intl) Ltd (IE)
Adminid,72252,BNY Mellon Service KAG (DE)
Adminid,21679,Bolder Luxembourg S.A. (LU)
Adminid,15042,"BONYM SA/NV, LUXEMBOURG BRANCH (THE) (LU)"
Adminid,87922,BOV Fund Services Limited (MT)
Adminid,5813,BRED Banque Populaire (FR)
Adminid,93322,Bridge Fund Management Ltd (IE)
Adminid,86605,Broad Street Luxembourg Sarl (LU)
Adminid,3863,Brown Brothers Harriman & Co. (US)
Adminid,83289,Brown Brothers Harriman & Co. (US)
Adminid,1491,Brown Brothers Harriman (Lux) S.C.A. (LU)
Adminid,17971,Brown Brothers Harriman Fd Ad. Serv. (IE)
Adminid,65675,Brown Brothers Harriman TS Ld (IE)
Adminid,4569,C Worldwide AM Fondsmæglerselskab (DK)
Adminid,4532,C WorldWide Fund Management S.A. (LU)
Adminid,108497,CA Indosuez (FR)
Adminid,4856,CA Indosuez Fund Solutions (LU)
Adminid,11841,CACEIS Bank (FR)
Adminid,110856,CACEIS BANK SPAIN S.A. (ES)
Adminid,5078,"CACEIS Bank, Belgium Branch (BE)"
Adminid,17167,"CACEIS Bank, Deutschland Branch (DE)"
Adminid,19422,"CACEIS Bank, Ireland Branch (IE)"
Adminid,80269,"CACEIS Bank, Italy Branch (IT)"
Adminid,2758,"CACEIS Bank, Luxembourg Branch (LU)"
Adminid,69457,"CACEIS Bank, Netherlands Branch (NL)"
Adminid,14886,"CACEIS Bank, Switzerland Branch (CH)"
Adminid,93854,"CACEIS Bank, UK Branch (GB)"
Adminid,19134,CACEIS Fund Administration (FR)
Adminid,84767,CACEIS HK Trust Co Ltd (HK)
Adminid,20960,CACEIS Investor Services Bank France (FR)
Adminid,1577,CACEIS Investor Services Bank S.A. (LU)
Adminid,6046,CACEIS Investor Services Bank SA CH (CH)
Adminid,22699,CACEIS Investor Services Bank SA IRL (IE)
Adminid,19962,CACEIS Investor Services Bank SA IT (IT)
Adminid,18403,CACEIS Investor Services Belgium (BE)
