Category,Value,Text
Promid,4321,GAMAX Management AG (LU )
Promid,91835,Gamma Capital Markets Limited (MT )
Promid,73834,GAP Vermögensverwaltung GmbH (DE )
Promid,11961,Garbe Logistic AG (DE )
Promid,100352,Garraway Capital Management LLP (GB )
Promid,72489,Gaspal Gestion (FR )
Promid,73380,Gavekal Capital Limited (HK )
Promid,102997,Gay Lussac Gestion (FR )
Promid,113986,Gehlen Bräutigam Capital GmbH (DE )
Promid,5391,Gems Management Limited (BS )
Promid,71736,Gemway Assets (FR )
Promid,69360,Gen II Management Company Lux (LU )
Promid,18980,Gencat Services Ltd (CY )
Promid,12586,General Insurance Asset Management (IT )
Promid,78409,General Partner Services S.à r.l. (LU )
Promid,2739,Generali (IT )
Promid,5641,Generali Investments Deutschland (DE )
Promid,72268,Generali Investments Luxembourg S.A. (LU )
Promid,89807,Generali investments Opera (FR )
Promid,91560,Generali Investments Partners S.p.A. (IT )
Promid,2333,Genesis (GB )
Promid,83661,Genesta Property Nordic AB (SE )
Promid,67727,Geneve Invest (Europe) S.A. (LU )
Promid,4222,Gérifonds (Luxembourg) S.A. (LU )
Promid,1863,"Gesprofit S.A., S.G.I.I.C. (ES )"
Promid,72491,Gestion 21 (FR )
Promid,1864,Gestion Financière Privée (GEFIP) (FR )
Promid,101535,GESTYS (FR )
Promid,83255,GF International Investment Mgt Ld (HK )
Promid,10784,GFA Vermögensverwaltung GmbH (DE )
Promid,21812,GFG Groupe Fin de Gest (Monaco) SAM (MC )
Promid,68837,Gies und Heimburger GmbH (DE )
Promid,87494,GII Capital Advisors Limited (GB )
Promid,87437,Ginjer AM (FR )
Promid,2772,GLG Partners LP (GB )
Promid,4824,GLL Real Estate Partners (IT )
Promid,70048,Global Asset Advisors & Management (LU )
Promid,12974,Global Capital Management NV (BE )
Promid,4315,Global Funds Management S.A. (LU )
Promid,5046,Global Wealth Management S.A. (CH )
Promid,114066,Global X Management Company (Europe) (IE )
Promid,83388,GlobalReach (IE )
Promid,3085,GLS Gemeinschaftsbank eG (DE )
Promid,91611,GM&TF (GP) S.à r.l. (LU )
Promid,103231,GMO Investment Management Co (IE) Ld (IE )
Promid,16898,"GNB-GESTAO DE PATRIMONIOS, E de I (PT )"
Promid,80116,GNT Investments SICAV-FIS (LU )
Promid,87963,Gold Bullion Securities Limited (JE )
Promid,12166,Golding Capital Partners Lux SA (LU )
Promid,9862,Goldman Sachs & Co. LLC (US )
Promid,112364,Goldman Sachs Asset Management (NL )
Promid,30539,Goldman Sachs International (GB )
Promid,1867,Goldman Sachs International Limited (GB )
Promid,92015,Goodbody Stockbrokers (IE )
Promid,17073,Goodhart Partners LLP (GB )
Promid,13459,Goodman Real Estate Invest Managemen (GB )
Promid,83684,Goodyields Capital Partners GbR (DE )
Promid,59100,Gothaer Asset Management AG (DE )
Promid,90727,GPF Partners II S.à r.l. (LU )
Promid,96158,GQG Partners LLC (US )
Promid,83813,Grameen Crédit Agricole Microfin. F (LU )
Promid,81286,Graubündner Kantonalbank (CH )
Promid,73299,green benefit AG (DE )
Promid,83391,Green Return S.à r.l. (LU )
Promid,17532,Green Tree Investments Ltd (VG )
Promid,87231,Greenoak Partners LLC (US )
Promid,106391,Greenside Asset Management SGIIC (ES )
Promid,20562,GREIFF Capital Management AG (DE )
Promid,84422,GRESHAM S.A. (FR )
Promid,10184,Grohmann & Weinrauter VermögensMgt (DE )
Promid,18174,"Grossbötzl, Schmitz & Partner Vermög (DE )"
Promid,20155,Groupama Asset Management (FR )
Promid,82994,Groupe La Française (FR )
Promid,16326,Groupe UFG (FR )
Promid,71071,Grüner Fisher Investments GmbH (DE )
Promid,102778,Grünes Vermögensmanagement Geld GmbH (DE )
Promid,10884,Grupo Generali (ES )
Promid,112365,GS Asset Mgt Intl Holdings B.V. (NL )
Promid,4302,GS&P Kapitalanlagegesellschaft S.A. (LU )
Promid,3270,GSLP International S.à.r.l. (LU )
Promid,3800,GT Finance (FR )
Promid,92165,Guardcap Asset Management Limited (GB )
Promid,17372,Guardian Managers Limited (VG )
Promid,15981,Gudme Raaschou Bank A/S (DK )
Promid,67942,Guinness Asset Management Ltd (GB )
Promid,4764,Guliver Anlageberatung GmbH (DE )
Promid,83122,Gutenberg Finance SAS (FR )
Promid,72019,Gutmann Kapitalanlageakt. (AT )
Promid,83615,GVO Investment Management Limited (GB )
Promid,101276,Gyra S.A. (CH )
Promid,22544,H2O Asset Management LLP (GB )
Promid,80548,HAAS Gestion (FR )
Promid,102870,Haberger AG (DE )
Promid,113988,Habona Invest GmbH (DE )
Promid,12233,HAC VermögensManagement AG (DE )
Promid,112138,Hager Investment SA (LU )
Promid,14690,HAHN Fonds Management GmbH (DE )
Promid,114108,Hambro Perks (GB )
Promid,9910,Hamburg Commercial Bank AG Lux Br (LU )
Promid,71340,Hamburger P. von 1905 VVaG (DE )
Promid,21128,"Hamilton Lane Advisors, L.L.C. (US )"
Promid,2281,Handelsbanken Fonder AB (SE )
Promid,100541,HANetf Management Limited (IE )
Promid,43137,Hannover Rückversicherung AG (DE )
Promid,6023,HANSAINVEST Hanseatische Ivt GmbH (DE )
Promid,4416,HansaInvest Lux S.A. (LU )
Promid,113818,Harbourvest Partners (Ireland) Ltd (IE )
Promid,84282,Harding Loevner LP (US )
Promid,100498,Harrington Cooper AM LTD (IE )
Promid,84536,Harvest Global Investments (UK) Ld (GB )
Promid,17414,Hauck & Aufhäuser AS S.A. (LU )
Promid,2262,Hauck & Aufhäuser Bankiers KGaA (DE )
Promid,20136,Hauck & Aufhäuser Fund Platforms SA (LU )
Promid,2709,Hauck & Aufhäuser Fund Services S.A. (LU )
Promid,115630,Hauck & Aufhäuser Innovative Capital (DE )
Promid,3100,Hauck Aufhäuser Lampe Privatbank AG (DE )
Promid,87766,Hawksmoor Investment Management Ltd (GB )
Promid,87420,Hayfin Capital Holdings Limited (KY )
Promid,87419,Hayfin Umbrella Fund GP S.à r.l. (LU )
Promid,87020,HBM Partners AG (CH )
Promid,2842,HCOB Securities S.A. (LU )
Promid,92026,HealthInvest Partners AB (SE )
Promid,18440,Hedge Invest SGR. (IT )
Promid,14937,Heemann Vermogensverwaltung GmbH (DE )
Promid,100467,Heidelberger Vermögensmanagement (DE )
Promid,2345,Heitman International (US )
Promid,70368,Heitman Intl Real Estate Sec GmbH (DE )
Promid,69744,Helium Fund Limited (KY )
Promid,14727,HELLERICH GmbH (DE )
Promid,22872,Helvetia Schweizerische Verisch AG (CH )
Promid,1870,Henderson Global Investors Limited (GB )
Promid,22806,Henderson Investment Funds Limited (GB )
Promid,71133,Hendrickx Foundation (FI )
Promid,73282,Heptagon Capital Limited (MT )
Promid,70309,Hermes Investment Management Ld (GB )
Promid,113709,Heroics Capital Partners (LU )
Promid,71934,Herr Dirk von Velsen (DE )
Promid,71525,HighBreed Capital Ltd (GB )
Promid,10390,Highbridge Capital Management LLC (US )
Promid,82183,HI-Management Sarl (LU )
Promid,70490,Hinder Asset Management AG (CH )
Promid,4711,Hines (GB )
Promid,19870,Hines International Real Estate Hol. (US )
Promid,83666,Hines KQ Associates LLC (US )
Promid,83696,HINKEL & Cie. Vermögensverwaltung AG (DE )
Promid,72475,HMG Finance (FR )
Promid,14190,Hoerner Bank AG (DE )
Promid,20108,Hogenmüller-Minet-Schenk GbR (DE )
Promid,100497,Holborn Assets LTD (GB )
Promid,113729,Horizon Capital AG (CH )
Promid,91668,Horos Asset Management SGIIC (ES )
Promid,80321,Horseman Capital Management Limited (GB )
Promid,21929,"Hotchkis & Wiley Capital Mgt, LLC (US )"
Promid,80794,"HPS Investment Partners, LLC (US )"
Promid,80797,"HPS Mezzanine Management III, LLC. (US )"
Promid,82034,HQ Capital Private Equity LLC (US )
Promid,6392,HSBC Global Asset Management (Deutsc (DE )
Promid,11674,HSBC Global Asset Management (France (FR )
Promid,16618,HSBC Global Asset Management (UK) (GB )
Promid,2299,HSBC Group (GB )
Promid,5086,HSBC Institutional Trust Services (HK )
Promid,18879,HSBC Investment Funds (Hong Kong) Ld (HK )
Promid,4111,HSBC Investment Funds (Lux.) S.A. (LU )
Promid,22859,HSBC Management (Guernsey) Limited (GG )
Promid,3082,HSBC Private Bank (Suisse) S.A. (CH )
Promid,2537,HSBC Trinkaus & Burkhardt AG (DE )
Promid,1524,HSBC Trinkaus Investment Managers SA (LU )
Promid,72496,Hugau Gestion (FR )
Promid,11089,HUK-Coburg (DE )
Promid,83692,HV Holtzbrinck Ventures Holding GmbH (DE )
Promid,4316,HWB Capital Management S.A. (LU )
Promid,83663,"HWE Management GP, LLC (US )"
Promid,4972,Hypo Capital Management AG (AT )
Promid,44569,Hypo Tirol Bank AG (AT )
Promid,87122,IAD Investments Management S.à r.l. (LU )
Promid,91384,"IBERCAJA GESTION, S.G.I.I.C., S.A. (ES )"
Promid,87381,Iberian Distressed Assets Manager (LU )
Promid,83164,ICAF Antillen N.V. (CW )
Promid,72122,ICAMAP (LU )
Promid,82892,ICBC Credit Suisse Asset Mgt (Int) (HK )
Promid,22305,Iceberg Finance Luxembourg S.A. (LU )
Promid,72470,IDAM S.A.S (FR )
Promid,71426,IDEON FS S.L. (ES )
Promid,71530,IDI Group (FR )
Promid,73892,Idinvest Partners (FR )
Promid,11868,ID-Sparinvest A/S (DK )
Promid,73156,IdVectoR Investment Management (LU )
Promid,80586,IFAG Institutionelle Fondsleitung AG (LI )
Promid,71805,IFM Independent Fund Management AG (LI )
Promid,10918,IFP Investment Management S.A. (LU )
Promid,70336,Ignis Asset Management (IE )
Promid,22818,Ignis Fund Managers Limited (GB )
Promid,87355,IGREP Lux GP S.à r.l. (LU )
Promid,21835,IKaV GmbH (DE )
Promid,6464,IKB Deutsche Industriebank AG (DE )
Promid,5668,Ikodomos Holding S.A. (LU )
Promid,5126,IM Global Partner AM S.A. (LU )
Promid,87409,IMMO CB Management S.à r.l. (LU )
Promid,87370,ImmoFinRe Capital Partners S.A. (LU )
Promid,108337,IMPACT Asset Management GmbH (AT )
Promid,94084,IMPact SIM S.p.A. (IT )
Promid,13931,IMPAX Asset Management Limited (GB )
Promid,91458,Incofin Investment Mgt Comm. VA (BE )
Promid,12417,Incofin scbs (BE )
Promid,80338,Incrementum AG (LI )
Promid,91191,Indép’AM (FR )
Promid,85339,Industrial Private Markets GP (LU )
Promid,88537,Infusive Asset Management Inc. (US )
Promid,73408,ING Bank N.V. (NL )
Promid,1684,ING Belgique S.A. (BE )
Promid,1501,ING Luxembourg S.A. (LU )
Promid,71070,ING Solutions Investment Mgt SA (LU )
Promid,81984,INOCAP Gestion SAS (FR )
Promid,71434,Inoks Capital S.A. (CH )
Promid,67814,INOVALIS (FR )
Promid,88130,Insight Ivt Mgt (Europe) Ltd (IE )
Promid,1887,Insingergilissen Bankiers N.V. (NL )
Promid,13622,Instacom International S.A. SPF (LU )
Promid,18939,Instituto de Crédito Oficial (ES )
Promid,11769,INTEGRATED Alternative Investments (GB )
Promid,71529,Intermediate Capital Group PLC (GB )
Promid,1888,International Finance Corporation (US )
Promid,1558,Intesa Sanpaolo Bank Luxembourg S.A. (LU )
Promid,1954,Intesa Sanpaolo Priv Bank (Suisse) (CH )
Promid,22518,Intesa Sanpaolo Private Banking (IT )
Promid,11507,Intesa Sanpaolo Wealth Mgt (LU )
Promid,5118,INVESCO Asset Management Asia Ltd (HK )
Promid,5528,INVESCO Asset Mgt Österreich GesmbH (AT )
Promid,82118,Invesco Fund Managers Limited (GB )
Promid,16095,Invesco Global Asset Management Ltd (IE )
Promid,91389,Invesco Investment Mgt Limited (IE )
Promid,5647,INVESCO Management S.A. (LU )
Promid,111961,Invesco Pensions Limited (GB )
Promid,111962,Invesco Perpetual Select Trust Plc (GB )
Promid,12621,INVESCO Real Estate (GB )
Promid,88306,Invest AM (FR )
Promid,14867,Invest in Visions GmbH (DE )
Promid,105325,invest4 capital GmbH (DE )
Promid,87215,Invest4Growth Asset Management Ltd (MT )
Promid,18435,Investa Holding GmbH (DE )
Promid,68101,Investec Trustees (Jersey) Limited (JE )
Promid,72054,Investeringsforeningen Sydinvest I (DK )
Promid,18798,InvestInvent AG (CH )
Promid,93418,Investisseurs dans L’entreprise (FR )
Promid,84021,Investment Fund Services Limited (GB )
Promid,2436,IPConcept (Luxemburg) S.A. (LU )
Promid,71534,IPF Management SA (LU )
Promid,12998,IPM Informed Portfolio Management AB (SE )
Promid,72416,Iridian Asset Management LLC (US )
Promid,74026,Iris Finance (FR )
Promid,11734,Iris Specialized Asset Mgt S.àr.l. (LU )
Promid,98507,Irish Life IM Limited (IE )
Promid,98693,ISEC Services AB (SE )
Promid,68131,iTell AG (CH )
Promid,11010,IVG Immobilien AG (DE )
Promid,70863,IVO Capital Partners S.A.S. (FR )
Promid,98052,Ixios Asset Management (FR )
Promid,34517,J & E DAVY (IE )
Promid,81455,J & O Asset Management Ltd (BM )
Promid,22700,J O Hambro Capital Management Ltd (GB )
Promid,20758,J. Safra Sarasin Fund Mgt (Lux) SA (LU )
Promid,6243,J. Safra Sarasin Investmentfonds AG (CH )
Promid,14176,J.Chahine Capital (LU )
Promid,2728,J.P. Morgan Investment Mgt Inc (GB )
Promid,67866,J.P. Morgan Securities Ltd (GB )
Promid,10545,Janus Capital International Limited (GB )
Promid,10687,Janus Henderson Investors Europe SA (LU )
Promid,4362,Japan Fund Management (Lux.) S.A. (LU )
Promid,17596,Jefferies International Ltd (GB )
Promid,80793,JF India Management Limited (VG )
Promid,91210,JMS Invest AG (CH )
Promid,19457,JO Hambro Capital Management Limited (GB )
Promid,1723,"Joh. Berenberg, Gossler & Co. KG (DE )"
Promid,87433,"John Hancock Advisers, LLC (US )"
Promid,80690,John Locke Investments S.A. (FR )
Promid,11596,JP Morgan AM (Asia Pacific) Limited (HK )
Promid,1530,JPMorgan Asset Management (EU) Sàrl (LU )
Promid,1899,JPMorgan Asset Management (UK) (GB )
Promid,17153,JPMorgan Funds Limited (GB )
Promid,87225,Jubelade Management S.à r.l. (LU )
Promid,72026,Julius Meinl Investment GmbH (AT )
Promid,5173,Jupiter Asset Management Limited (GB )
Promid,91836,Jupiter Asset Mgt International SA (LU )
Promid,22568,Jupiter Unit Trust Managers Limited (GB )
Promid,17257,Jyske Bank A/S (DK )
Promid,10125,Kairos Partners SGR S.p.A. (IT )
Promid,70861,Kalix Advisory (Cayman) Ltd (KY )
Promid,72397,KanAm Grund Kapitalanlag. mbH (DE )
Promid,91417,KANON AG (DE )
Promid,70306,Karakoram (FR )
Promid,72387,KAS Investment Servicing GmbH (DE )
Promid,72024,Kathrein Privatbank Aktieng. (AT )
Promid,88398,KBA Consulting Management Limited (IE )
Promid,5531,KBC Asset Management NV (BE )
Promid,1906,KBC Bank S.A. (BE )
Promid,80533,KBI Global Investors LTD (IE )
Promid,80587,KBM Infond d.o.o. (SI )
Promid,17722,Keel Capital AB (SE )
Promid,1907,Kempen & Co N.V. (NL )
Promid,115526,Kenno Asset Management PTE Ltd (SG )
Promid,68492,KenTouch Asset Management AG (CH )
Promid,72023,KEPLER-FONDS Kapital. m.b.H. (AT )
Promid,6111,Keppler Asset Management Inc. (US )
Promid,72501,Keren Finance (FR )
Promid,97786,Keynote Funds AG (CH )
Promid,107428,KFM Deutsche Mittelstand AG (DE )
Promid,5663,KFW Bankengruppe (DE )
Promid,83309,KGAL Beteiligungsverwaltungs-GmbH (DE )
Promid,70811,KGAL GmbH & Co. KG (DE )
Promid,17726,Khephren Management (Lux) S.àr.l (LU )
Promid,87228,Kibo Capital Partners Limited (MR )
Promid,16019,Kieger AG (CH )
Promid,78405,Kingsway Capital LLP (GB )
Promid,87516,Kiplink Finance (FR )
Promid,80155,Kirao (FR )
Promid,88107,Kite Lake Capital Management LLP (GB )
Promid,87240,KJL Capital GmbH (DE )
Promid,14360,KMG Capital Markets Ltd (VG )
Promid,70377,Kobalt Music Group Ltd (GB )
Promid,20396,Kommanditgesellschaft CURA V. GmbH (DE )
Promid,73492,Kontor Stöwer Asset Management GmbH (DE )
Promid,72356,"Korea Ivt Value Asset Mgmt Co., Ltd (KR )"
Promid,14707,KOSGEB (TR )
Promid,101455,"Krane Funds Advisors, LLC (US )"
Promid,1532,Kredietrust Luxembourg S.A. (LU )
Promid,2383,Kreissparkasse Köln (DE )
Promid,71601,Kristian Gerhard Jebsen Group (BM )
Promid,10398,Kroll (Luxembourg) Management Co. (LU )
Promid,87343,Kronos Investment Group (LU )
Promid,71476,KUCERA Beteiligungen Holding GmbH (DE )
Promid,16574,La Financière Patrimoniale d'Investi (FR )
Promid,88308,La Financière Responsable (FR )
Promid,22123,La Française Asset Management (FR )
Promid,11258,La Française des Plac des Inv (FR )
Promid,10959,La Française Inflection Point (FR )
Promid,88309,La Française Real Estate Managers (FR )
Promid,113989,La Française Systematic AM GmbH (DE )
Promid,1911,La Luxembourgeoise-Vie SA Assurances (LU )
Promid,20261,LABDA Investment Advisors S.A. (CH )
Promid,72503,Laffitte Capital Management (FR )
Promid,19082,Lafralo Limited (CY )
Promid,83863,Laicorn Asset Management S.à r.l. (LU )
Promid,81970,Lake Geneva Investment Partners S.A. (CH )
Promid,74325,Lakefield Partners AG (CH )
Promid,10462,Lampe Asset Management GmbH (DE )
Promid,2386,Landesbank Baden-Württemberg (DE )
Promid,1676,Landesbank Berlin Investment GmbH (DE )
Promid,72147,LaRoute GmbH (DE )
Promid,87436,Larrainvial AM Adm General de Fondos (CL )
Promid,1914,Lasalle Investment Management (GB )
Promid,10513,LaSalle Investment Management pte Ld (SG )
Promid,6355,LaSalle Investment Management SAS FR (FR )
Promid,87868,Lawaisse beursvennootschap NV (BE )
Promid,67821,Lazard Asset Management (DE) GmbH (DE )
Promid,4609,Lazard Asset Management Limited (GB )
Promid,49730,Lazard Asset Management LLC (US )
Promid,20413,Lazard Frères Gestion SAS (BE )
Promid,72504,Lazard Frères Gestion SAS (FR )
Promid,18157,LBBW Asset Management Invest. mbH (DE )
Promid,1533,LBBW Luxemburg Branch (LU )
Promid,21308,LBO France Gestion SAS (FR )
Promid,2670,LBP AM (FR )
Promid,115489,LBPAM Private Debt GP Lux (LU )
Promid,22588,LCL Banque et Assurance (FR )
Promid,87387,Le Mans Management S.à r.l. (LU )
Promid,49328,Legal & General Investment Mgt Ltd (GB )
Promid,87276,Legal & General S.A. (FR )
Promid,4519,Legg Mason Investments (Europe) Ltd (GB )
Promid,2597,Leleux Associated Brokers N.V. (BE )
Promid,1920,Lemanik Invest S.A. (CH )
Promid,91538,LendInvest Limited (GB )
Promid,57534,Leo Stevens & Cie BVBA (BE )
Promid,18765,Lepercq-Amcur Corporation N.V. (VG )
Promid,1825,LFDE (FR )
Promid,70844,LFIS Capital (FR )
Promid,5110,LGA Investissement Associé (FR )
Promid,3071,LGT Bank AG (LI )
Promid,20578,LGT Capital Management AG (CH )
Promid,2698,LGT Capital Partners Advisers AG (LI )
Promid,4285,LGT Capital Partners AG (CH )
Promid,72309,LGT Capital Partners Ireland Ltd (IE )
Promid,20573,LGT Fund Management (Lux) S.A. (LU )
Promid,68231,LGT Global Invest Limited (KY )
Promid,87379,LGT Investments Limited (KY )
Promid,69756,LGT Venture Philanthropy F. (LI )
Promid,11771,LIC Asset Management GmbH (DE )
Promid,68164,Lichtenberg AG (CH )
Promid,3976,Liechtensteinische Landesbank AG (LI )
Promid,5586,Lienhardt & Partner Privatbk Zurich (CH )
Promid,2723,Liga Bank eG (DE )
Promid,12608,LimeStone Opportunities Fund Mgt SA (LU )
Promid,13748,LIMESTONE PLATFORM AS. (EE )
Promid,88374,Limmat Capital Alternative Ivts AG (CH )
Promid,88012,Link Point SA (LU )
Promid,20811,Lion Global Investors Limited (SG )
Promid,11119,Liontrust Asset Management PLC (GB )
Promid,12798,Liontrust IM Ltd (GB )
Promid,84054,Liontrust Investment Partners LLP (GB )
Promid,101794,Lior Global Partners (MC )
Promid,72012,LLB Invest Kapitalanlagegesell. mbH (AT )
Promid,10787,Lloyd Fonds AG (DE )
Promid,68961,LO (Europe) S.A. Succursale Belgique (BE )
Promid,73541,LOG Capital Management S.à r.l. (LU )
Promid,4733,Lombard Odier Darier Hentsch Ltd (JE )
Promid,18836,Lombard Odier Funds (Europe) S.A. (LU )
Promid,13130,Lone Star Real Estate Fund (Bermuda) (BM )
Promid,13129,Lone Star Real Estate Fund (US.) L.P (US )
Promid,96159,Longchamp Asset Management (FR )
Promid,98356,LONG-TERM INVESTING Research AG (DE )
Promid,6188,Longview Partners Limited (GB )
Promid,101290,Lonvia Capital (FR )
Promid,12785,Lorac Investment Management S.à r.l. (LU )
Promid,4910,LOYS AG (DE )
Promid,87353,LREC Partners Investments LLP (GB )
Promid,1536,LRI Invest S.A. (LU )
Promid,95601,LSAM Ltd (IE )
Promid,73580,Lumyna Investments Ltd (GB )
Promid,5003,Lupus Alpha Asset Management AG (DE )
Promid,87606,Lupus alpha Investment GmbH (DE )
Promid,4317,Lupus Alpha Investment S.A. (LU )
Promid,72508,Lutetia Capital SAS (FR )
Promid,21074,Lux Wealth S.à r.l. (LU )
Promid,9849,Luxcellence Management Company S.A. (LU )
Promid,112607,Luxembourg Invt Solutions S.A. (LU )
Promid,82457,LUXRA Management S.à r.l (LU )
Promid,88178,LVO Global Asset Management SA (BE )
Promid,83167,Lynx CG Limited (VG )
Promid,20363,Lynx Offshore Partners Ltd (KY )
Promid,88573,M&G International Investments S.A. (LU )
Promid,10276,M&G Investment Management Limited (GB )
Promid,67855,M&G Luxembourg S.A. (LU )
Promid,10274,M&G Securities Limited (GB )
Promid,14770,M. Elsasser Vermögensverwaltung W M (CH )
Promid,1949,M.M.Warburg & CO (AG & Co.) KGaA (DE )
Promid,12505,m4 invest GmbH (DE )
Promid,104043,M8 Management S.à r.l. (LU )
Promid,87947,MACIF (FR )
Promid,2397,Mack & Weise GmbH Vermögensverwaltg. (DE )
Promid,97450,Macquarie AM Europe S.A.R.L. (LU )
Promid,10911,Macquarie Bank Limited (AU )
Promid,5125,Macquarie IM Europe S.A. (LU )
Promid,72037,Macquarie Ivt Mgt Austria Kapital. (AT )
Promid,87163,Magenta Patrimoine (FR )
Promid,18243,Mahrberg Wealth AG (LI )
Promid,83062,MAIN Management Sàrl (LU )
Promid,69962,Mainfirst Affiliated Fund Managers (LU )
Promid,12231,MainSky Asset Management AG (DE )
Promid,14872,Majedie Asset Management Limited (GB )
Promid,18533,Malabar Management S.A. (LU )
Promid,4937,MAN Asset Management (Cayman) Ld (KY )
Promid,17491,Man Fund Management (Guernsey) Ltd (GG )
Promid,22841,Man Fund Management Netherlands B.V. (NL )
Promid,16906,Mandarine Gestion (FR )
Promid,72800,Mandatum Life Insurance Company Ld (FI )
Promid,89817,MANSARTIS GESTION (FR )
Promid,21593,Mantra Gestion SAS (FR )
Promid,72704,Mantra Management (LU )
Promid,83936,MAPFRE Asset Management SGIIC SA (ES )
Promid,73816,Marathon Les Grandes Jorasses GP (US )
Promid,83901,"March Asset Management, S.G.I.I.C. (ES )"
Promid,83332,MARE (SPF) S.A. (LU )
Promid,22767,Marks & Spencer Unit Trust Mgt Ltd (GB )
Promid,81599,Marlborough Fund Managers Limited (GB )
Promid,2413,Massachusetts Financial Services Co. (US )
Promid,12790,Massena (Gibraltar) Limited (GI )
Promid,15690,Masséna Luxembourg S.A. (LU )
Promid,9932,Massena Partners S.A- Suc. FR (FR )
Promid,20008,Masséna Wealth Management (LU )
Promid,72027,Matejka & Partner Asset Mgt GmbH (AT )
Promid,17475,Matrix Group Limited (GB )
Promid,18232,Matthews International Capital Mgt L (US )
Promid,106387,MBI Admin General de Fondos SA (CL )
Promid,4193,MC Square S.A. (LU )
Promid,89799,MCA Finance (FR )
Promid,82815,McInroy & Wood Portfolios Limited (GB )
Promid,20029,McKamara Trust (GB )
Promid,12128,MEAG Luxembourg S.à.r.l. (LU )
Promid,10000,MEAG MUNICH ERGO Kapitalanlag. mbH (DE )
Promid,4757,Mediobanca - Banca Cred. Finanziario (IT )
Promid,12999,Mediobanca Management Company S.A. (LU )
Promid,91791,Mediobanca SGR S.p.A. (IT )
Promid,67961,Mediolanum International Funds Ltd (IE )
Promid,4810,Mediolanum S.p.A. (IT )
Promid,72509,Meeschaert Asset Management (FR )
Promid,113991,Mélanion Capital SAS (FR )
Promid,115193,Mencey Capital Management SA (CH )
Promid,21148,Mercer Alternatives (Luxembourg) (LU )
Promid,22944,Mercer Global Investments Europe Ld (IE )
Promid,105664,Mercer Global Investments Mgt Ld (IE )
Promid,10816,Mercier Vanderlinden Asset Mgt N.V. (BE )
Promid,1939,Merck Finck Privatbankiers AG (DE )
Promid,88057,Mercura Capital GmbH (DE )
Promid,10144,Merian Global Investors (UK) Limited (GB )
Promid,96931,Merian Investment Management (GB )
Promid,71295,Meriden IM Agència Fin. d'inversio (AD )
Promid,5726,Merit Capital N.V. (BE )
Promid,21666,Meritum Capital Managers GmbH (DE )
Promid,1943,"Merrill Lynch & Co., Inc. (US )"
Promid,4520,Merrill Lynch International (GB )
Promid,67939,Messieurs Hottinguer Cie Ges Privée (FR )
Promid,15394,MET Finanz GmbH (DE )
Promid,106032,"Metagestión, S.A., SGIIC (ES )"
Promid,67978,Metric Capital Partners LLP (GB )
Promid,13378,Metzler Asset Management GmbH (DE )
Promid,72191,Metzler Investment GmbH (DE )
Promid,72410,Metzler Ireland Limited (IE )
Promid,87230,Mezzanine Finance LLC (CH )
Promid,72894,MFM Mirante Fund Management S.A. (CH )
Promid,4389,MFS Investment Management Co S.àr.l. (LU )
Promid,11922,Michael Pintarelli Finanz AG (DE )
Promid,20565,Midas Wealth Management S.A. (LU )
Promid,4453,Milleis Investissements S.A. (FR )
Promid,71694,Min Asset Management S.A. (LU )
Promid,17673,Ministère des Finances (LU )
Promid,5884,MIO Partners (Europe) Ltd. (GB )
Promid,1947,Mirabaud & Cie S.A. (CH )
Promid,20759,Mirabaud Asset Management (Europe)SA (LU )
Promid,4989,Mirabaud Asset Mgmt (France) S.A.S. (FR )
Promid,13684,Mirae Asset Global Invest. Co. Ltd. (KR )
Promid,13689,Mirae Asset Global Investments Ltd (HK )
Promid,91543,MIRAEL (GB )
Promid,113814,"Miralta Asset Management SGIIC, SAU (ES )"
Promid,72487,Mirova (FR )
Promid,87527,Miton Asset Management Limited (GB )
Promid,2113,Mitsubishi UFJ Investor S&B (Lux) SA (LU )
Promid,4748,Mitsubishi UFJ Securities Co. Ltd (JP )
Promid,1540,Mizuho Trust & Banking Luxembourg SA (LU )
Promid,87299,MJ Hudson Management S.A. (LU )
Promid,81259,ML Capital Asset Management Ltd (IE )
Promid,20504,MLP Banking AG (DE )
Promid,107771,MMK Invest GmbH (DE )
Promid,91496,Mobius Capital Partners LLP (GB )
Promid,78377,Moneda S.A. Adm General de Fondos (CL )
Promid,72398,Monega Kapitalanlageg. mbH (DE )
Promid,72535,MONETA Asset Management (FR )
Promid,18952,MoneyinMotion3 (CH )
Promid,105127,Monocle Asset Management (FR )
Promid,72536,Montaigne Capital (FR )
Promid,11685,Montanaro Investment Managers Ltd (GB )
Promid,72537,Montbleu Finance (FR )
Promid,87341,Monte Grappa Partners S.à r.l. (LU )
Promid,14959,Montpensier Finance (FR )
Promid,72540,Montsegur Finance (FR )
Promid,10653,Morant Wright Management Limited (GB )
Promid,88190,"Moravia Capital GP, S.à r.l. (LU )"
Promid,5480,Morgan Stanley & Co. Intl plc (GB )
Promid,2848,Morgan Stanley & Co. LLC (US )
Promid,4391,Morgan Stanley Asset Management S.A. (LU )
Promid,17200,Morgan Stanley Infrastructure GP Ltd (KY )
Promid,2780,Morgan Stanley Investment Mgt (GB )
Promid,113727,Morrison & Co Listed Investments Pty (AU )
Promid,80829,Motion Secure Asset Management S.A. (LU )
Promid,93721,Moventum Asset Management S.A (LU )
