ID,Company_Name,Service_Type,Country,Search_Value,Original_Category
15975,PricewaterhouseCoopers (DK),Auditors,DK,15975,Reventrid
96916,PricewaterhouseCoopers (GG),Auditors,GG,96916,Reventrid
2849,PricewaterhouseCoopers (HK),Auditors,HK,2849,Reventrid
10004,PricewaterhouseCoopers (IE),Auditors,IE,10004,Reventrid
2825,PricewaterhouseCoopers (KY),Auditors,KY,2825,Reventrid
84012,PricewaterhouseCoopers (MT),Auditors,MT,84012,Reventrid
5484,PricewaterhouseCoopers (VG),Auditors,VG,5484,Reventrid
103121,PricewaterhouseCoopers & Associados (PT),Auditors,PT,103121,Reventrid
97980,PricewaterhouseCoopers AB (SE),Auditors,SE,97980,Reventrid
100892,PricewaterhouseCoopers Accountants (NL),Auditors,NL,100892,Reventrid
14179,PricewaterhouseCoopers AG (CH),Auditors,CH,14179,Reventrid
83889,PricewaterhouseCoopers AG (LI),Auditors,LI,83889,Reventrid
15980,PricewaterhouseCoopers Aktiengesel. (DE),Auditors,DE,15980,Reventrid
97981,PricewaterhouseCoopers AS (NO),Auditors,NO,97981,Reventrid
80739,PricewaterhouseCoopers Audit (FR),Auditors,FR,80739,Reventrid
87496,"PricewaterhouseCoopers Auditores, SL (ES)",Auditors,ES,87496,Reventrid
4879,PricewaterhouseCoopers LLP (GB),Auditors,GB,4879,Reventrid
2101,PricewaterhouseCoopers S.C. (LU),Auditors,LU,2101,Reventrid
2238,PricewaterhouseCoopers S.C.C.R.L. (BE),Auditors,BE,2238,Reventrid
91422,PricewaterhouseCoopers S.p.A. (IT),Auditors,IT,91422,Reventrid
91851,PricewaterhouseCoopers SA (CH),Auditors,CH,91851,Reventrid
87903,PWC Business Advisory Services (BE),Auditors,BE,87903,Reventrid
80345,PwC Sellam SARL (FR),Auditors,FR,80345,Reventrid
83653,Reconta Ernst & Young S.p.A. (IT),Auditors,IT,83653,Reventrid
19899,RSM Audit Luxembourg S.à r.l. (LU),Auditors,LU,19899,Reventrid
91743,RSM Paris (FR),Auditors,FR,91743,Reventrid
84545,S.F.P.B A&C (FR),Auditors,FR,84545,Reventrid
87292,Scacchi et Associés (FR),Auditors,FR,87292,Reventrid
87771,Scott Moncrieff Limited (GB),Auditors,GB,87771,Reventrid
17845,Teamaudit S.A. (LU),Auditors,LU,17845,Reventrid
