ID,Company_Name,Service_Type,Country,Search_Value,Original_Category
1787,Crédit Industriel et Commercial (FR),Transfer Agents,FR,1787,Tenregid
87896,CS Fd Services (IE) Ltd (IE),Transfer Agents,IE,87896,Tenregid
2666,Danske Bank A/S (DK),Transfer Agents,DK,2666,Tenregid
15908,Danske Invest Management A/S (DK),Transfer Agents,DK,15908,Tenregid
2242,Deka International S.A. (LU),Transfer Agents,LU,2242,Tenregid
19786,Deka Investment GmbH (DE),Transfer Agents,DE,19786,Tenregid
15023,DekaBank Deutsche Girozentrale FaM (LU),Transfer Agents,LU,15023,Tenregid
1476,Delen Private Bank Luxembourg S.A. (LU),Transfer Agents,LU,1476,Tenregid
20724,Delta Lloyd N.V. (NL),Transfer Agents,NL,20724,Tenregid
1575,Deutsche Bank Luxembourg S.A. (LU),Transfer Agents,LU,1575,Tenregid
72059,Dierickx Leys Private Bank N.V. (BE),Transfer Agents,BE,72059,Tenregid
20943,DONNER & REUSCHEL Aktiengesellschaft (DE),Transfer Agents,DE,20943,Tenregid
4877,DST Financial Services Intl Ld (GB),Transfer Agents,GB,4877,Tenregid
5725,DWS Investment GmbH (DE),Transfer Agents,DE,5725,Tenregid
1510,DWS Investment S.A. (LU),Transfer Agents,LU,1510,Tenregid
1815,DZ Bank AG Deutsche Zentral-G. (DE),Transfer Agents,DE,1815,Tenregid
1511,DZ Privatbank S.A. (LU),Transfer Agents,LU,1511,Tenregid
70945,ECE Real Estate Partners S. à r.l. (LU),Transfer Agents,LU,70945,Tenregid
1486,Edmond de Rothschild (Europe) (LU),Transfer Agents,LU,1486,Tenregid
1910,Edmond de Rothschild (France) (FR),Transfer Agents,FR,1910,Tenregid
10645,Edmond de Rothschild Asset Mgt (LU),Transfer Agents,LU,10645,Tenregid
12669,EFG Bank (Luxembourg) S.A. (LU),Transfer Agents,LU,12669,Tenregid
2798,"EFG Bank AG, Zurich (CH)",Transfer Agents,CH,2798,Tenregid
15974,Egns-INVEST Investeringsforvaltning. (DK),Transfer Agents,DK,15974,Tenregid
